0.0000e+00 2.2315e+02 4.0960e-14 # vgs temp sigma
0.0000e+00 2.4815e+02 4.0960e-14
0.0000e+00 2.7315e+02 4.0960e-14
0.0000e+00 2.9815e+02 4.0960e-14
0.0000e+00 3.2315e+02 5.2453e-14
0.0000e+00 3.4815e+02 8.9793e-14
0.0000e+00 3.7315e+02 4.2802e-13
0.0000e+00 3.9815e+02 2.9861e-12
0.0000e+00 4.2315e+02 2.0169e-11
0.0000e+00 4.4815e+02 1.1903e-10
0.0000e+00 4.7315e+02 6.0403e-10
0.0000e+00 4.9815e+02 2.6610e-09
0.0000e+00 5.2315e+02 1.0321e-08
0.0000e+00 5.4815e+02 3.5741e-08
0.0000e+00 5.7315e+02 1.1195e-07
0.0000e+00 5.9815e+02 3.2074e-07
0.0000e+00 6.2315e+02 8.4875e-07
0.0000e+00 6.4815e+02 2.0913e-06
0.0000e+00 6.7315e+02 4.8300e-06
0.0000e+00 6.9815e+02 1.0510e-05
0.0000e+00 7.2315e+02 2.1629e-05
0.0000e+00 7.4815e+02 4.2191e-05
0.0000e+00 7.7315e+02 7.8103e-05
0.0000e+00 7.9815e+02 1.3727e-04
0.0000e+00 8.2315e+02 2.2917e-04
0.0000e+00 8.4815e+02 3.6370e-04
0.0000e+00 8.7315e+02 5.4912e-04
0.0000e+00 8.9815e+02 7.8661e-04
0.0000e+00 9.2315e+02 9.9779e-04
0.0000e+00 9.4815e+02 1.0815e-03
0.0000e+00 9.7315e+02 1.1544e-03

2.5000e-02 2.2315e+02 4.0960e-14
2.5000e-02 2.4815e+02 4.0960e-14
2.5000e-02 2.7315e+02 4.0960e-14
2.5000e-02 2.9815e+02 4.0960e-14
2.5000e-02 3.2315e+02 5.2453e-14
2.5000e-02 3.4815e+02 8.9793e-14
2.5000e-02 3.7315e+02 4.5383e-13
2.5000e-02 3.9815e+02 3.2032e-12
2.5000e-02 4.2315e+02 2.1534e-11
2.5000e-02 4.4815e+02 1.2574e-10
2.5000e-02 4.7315e+02 6.3241e-10
2.5000e-02 4.9815e+02 2.7653e-09
2.5000e-02 5.2315e+02 1.0660e-08
2.5000e-02 5.4815e+02 3.6739e-08
2.5000e-02 5.7315e+02 1.1462e-07
2.5000e-02 5.9815e+02 3.2734e-07
2.5000e-02 6.2315e+02 8.6387e-07
2.5000e-02 6.4815e+02 2.1237e-06
2.5000e-02 6.7315e+02 4.8948e-06
2.5000e-02 6.9815e+02 1.0632e-05
2.5000e-02 7.2315e+02 2.1841e-05
2.5000e-02 7.4815e+02 4.2534e-05
2.5000e-02 7.7315e+02 7.8618e-05
2.5000e-02 7.9815e+02 1.3799e-04
2.5000e-02 8.2315e+02 2.3010e-04
2.5000e-02 8.4815e+02 3.6485e-04
2.5000e-02 8.7315e+02 5.5048e-04
2.5000e-02 8.9815e+02 7.8812e-04
2.5000e-02 9.2315e+02 9.9884e-04
2.5000e-02 9.4815e+02 1.0821e-03
2.5000e-02 9.7315e+02 1.1547e-03

5.0000e-02 2.2315e+02 4.0960e-14
5.0000e-02 2.4815e+02 4.0960e-14
5.0000e-02 2.7315e+02 4.0960e-14
5.0000e-02 2.9815e+02 4.0960e-14
5.0000e-02 3.2315e+02 5.2453e-14
5.0000e-02 3.4815e+02 1.0200e-13
5.0000e-02 3.7315e+02 4.9253e-13
5.0000e-02 3.9815e+02 3.4747e-12
5.0000e-02 4.2315e+02 2.3126e-11
5.0000e-02 4.4815e+02 1.3357e-10
5.0000e-02 4.7315e+02 6.6502e-10
5.0000e-02 4.9815e+02 2.8839e-09
5.0000e-02 5.2315e+02 1.1044e-08
5.0000e-02 5.4815e+02 3.7856e-08
5.0000e-02 5.7315e+02 1.1759e-07
5.0000e-02 5.9815e+02 3.3463e-07
5.0000e-02 6.2315e+02 8.8049e-07
5.0000e-02 6.4815e+02 2.1590e-06
