0.0000e+00 2.2315e+02 4.0960e-14 # vgs temp sigma
0.0000e+00 2.4815e+02 4.0960e-14
0.0000e+00 2.7315e+02 4.0960e-14
0.0000e+00 2.9815e+02 4.0960e-14
0.0000e+00 3.2315e+02 4.0960e-14
0.0000e+00 3.4815e+02 1.0200e-13
0.0000e+00 3.7315e+02 4.5383e-13
0.0000e+00 3.9815e+02 3.0946e-12
0.0000e+00 4.2315e+02 2.0553e-11
0.0000e+00 4.4815e+02 1.2029e-10
0.0000e+00 4.7315e+02 6.0816e-10
0.0000e+00 4.9815e+02 2.6744e-09
0.0000e+00 5.2315e+02 1.0364e-08
0.0000e+00 5.4815e+02 3.5878e-08
0.0000e+00 5.7315e+02 1.1236e-07
0.0000e+00 5.9815e+02 3.2193e-07
0.0000e+00 6.2315e+02 8.5193e-07
0.0000e+00 6.4815e+02 2.0993e-06
0.0000e+00 6.7315e+02 4.8487e-06
0.0000e+00 6.9815e+02 1.0552e-05
0.0000e+00 7.2315e+02 2.1716e-05
0.0000e+00 7.4815e+02 4.2367e-05
0.0000e+00 7.7315e+02 7.8440e-05
0.0000e+00 7.9815e+02 1.3790e-04
0.0000e+00 8.2315e+02 2.3033e-04
0.0000e+00 8.4815e+02 3.6585e-04
0.0000e+00 8.7315e+02 5.5332e-04
0.0000e+00 8.9815e+02 7.9714e-04
0.0000e+00 9.2315e+02 1.0800e-03
0.0000e+00 9.4815e+02 1.2470e-03
0.0000e+00 9.7315e+02 1.3347e-03

2.5000e-02 2.2315e+02 4.0960e-14
2.5000e-02 2.4815e+02 4.0960e-14
2.5000e-02 2.7315e+02 4.0960e-14
2.5000e-02 2.9815e+02 4.0960e-14
2.5000e-02 3.2315e+02 4.0960e-14
2.5000e-02 3.4815e+02 1.0200e-13
2.5000e-02 3.7315e+02 4.9253e-13
2.5000e-02 3.9815e+02 3.3118e-12
2.5000e-02 4.2315e+02 2.1918e-11
2.5000e-02 4.4815e+02 1.2702e-10
2.5000e-02 4.7315e+02 6.3654e-10
2.5000e-02 4.9815e+02 2.7787e-09
2.5000e-02 5.2315e+02 1.0704e-08
2.5000e-02 5.4815e+02 3.6876e-08
2.5000e-02 5.7315e+02 1.1504e-07
2.5000e-02 5.9815e+02 3.2852e-07
2.5000e-02 6.2315e+02 8.6704e-07
2.5000e-02 6.4815e+02 2.1316e-06
2.5000e-02 6.7315e+02 4.9134e-06
2.5000e-02 6.9815e+02 1.0673e-05
2.5000e-02 7.2315e+02 2.1928e-05
2.5000e-02 7.4815e+02 4.2709e-05
2.5000e-02 7.7315e+02 7.8955e-05
2.5000e-02 7.9815e+02 1.3862e-04
2.5000e-02 8.2315e+02 2.3126e-04
2.5000e-02 8.4815e+02 3.6701e-04
2.5000e-02 8.7315e+02 5.5469e-04
2.5000e-02 8.9815e+02 7.9868e-04
2.5000e-02 9.2315e+02 1.0817e-03
2.5000e-02 9.4815e+02 1.2479e-03
2.5000e-02 9.7315e+02 1.3353e-03

5.0000e-02 2.2315e+02 4.0960e-14
5.0000e-02 2.4815e+02 4.0960e-14
5.0000e-02 2.7315e+02 4.0960e-14
5.0000e-02 2.9815e+02 4.0960e-14
5.0000e-02 3.2315e+02 4.0960e-14
5.0000e-02 3.4815e+02 1.0200e-13
5.0000e-02 3.7315e+02 5.1834e-13
5.0000e-02 3.9815e+02 3.5832e-12
5.0000e-02 4.2315e+02 2.3510e-11
5.0000e-02 4.4815e+02 1.3485e-10
5.0000e-02 4.7315e+02 6.6917e-10
5.0000e-02 4.9815e+02 2.8973e-09
5.0000e-02 5.2315e+02 1.1087e-08
5.0000e-02 5.4815e+02 3.7992e-08
5.0000e-02 5.7315e+02 1.1801e-07
5.0000e-02 5.9815e+02 3.3581e-07
5.0000e-02 6.2315e+02 8.8363e-07
5.0000e-02 6.4815e+02 2.1669e-06
