#phi 	 theta 	 psi J_model:
0 		0 		0 		15.216
0 		0 		0.0174533 		15.216
0 		0 		0.0349066 		15.216
0 		0 		0.0523599 		15.216
0 		0 		0.0698132 		15.216
0 		0 		0.0872665 		15.216
0 		0 		0.10472 		15.216
0 		0 		0.122173 		15.216
0 		0 		0.139626 		15.216
0 		0 		0.15708 		15.216
0 		0 		0.174533 		15.216
0 		0 		0.191986 		15.216
0 		0 		0.20944 		15.216
0 		0 		0.226893 		15.216
0 		0 		0.244346 		15.216
0 		0 		0.261799 		15.216
0 		0 		0.279253 		15.216
0 		0 		0.296706 		15.216
0 		0 		0.314159 		15.216
0 		0 		0.331613 		15.216
0 		0 		0.349066 		15.216
0 		0 		0.366519 		15.216
0 		0 		0.383972 		15.216
0 		0 		0.401426 		15.216
0 		0 		0.418879 		15.216
0 		0 		0.436332 		15.216
0 		0 		0.453786 		15.216
0 		0 		0.471239 		15.216
0 		0 		0.488692 		15.216
0 		0 		0.506145 		15.216
0 		0 		0.523599 		15.216
0 		0 		0.541052 		15.216
0 		0 		0.558505 		15.216
0 		0 		0.575959 		15.216
0 		0 		0.593412 		15.216
0 		0 		0.610865 		15.216
0 		0 		0.628319 		15.216
0 		0 		0.645772 		15.216
0 		0 		0.663225 		15.216
0 		0 		0.680678 		15.216
0 		0 		0.698132 		15.216
0 		0 		0.715585 		15.216
0 		0 		0.733038 		15.216
0 		0 		0.750492 		15.216
0 		0 		0.767945 		15.216
0 		0 		0.785398 		15.216
0 		0 		0.802851 		15.216
0 		0 		0.820305 		15.216
0 		0 		0.837758 		15.216
0 		0 		0.855211 		15.216
0 		0 		0.872665 		15.216
0 		0 		0.890118 		15.216
0 		0 		0.907571 		15.216
0 		0 		0.925025 		15.216
0 		0 		0.942478 		15.216
0 		0 		0.959931 		15.216
0 		0 		0.977384 		15.216
0 		0 		0.994838 		15.216
0 		0 		1.01229 		15.216
0 		0 		1.02974 		15.216
0 		0 		1.0472 		15.216
0 		0 		1.06465 		15.216
0 		0 		1.0821 		15.216
0 		0 		1.09956 		15.216
0 		0 		1.11701 		15.216
0 		0 		1.13446 		15.216
0 		0 		1.15192 		15.216
0 		0 		1.16937 		15.216
0 		0 		1.18682 		15.216
0 		0 		1.20428 		15.216
0 		0 		1.22173 		15.216
0 		0 		1.23918 		15.216
0 		0 		1.25664 		15.216
0 		0 		1.27409 		15.216
0 		0 		1.29154 		15.216
0 		0 		1.309 		15.216
0 		0 		1.32645 		15.216
0 		0 		1.3439 		15.216
