0 0
0.0032 2.28269
0.0064 4.55937
0.0096 6.83009
0.0128 9.09489
0.016 11.3538
0.0192 13.6069
0.0224 15.8542
0.0256 18.0966
0.0288 20.3318
0.032 22.562
0.0352 24.7895
0.0384 27.0058
0.0416 29.2201
0.0448 31.4275
0.048 33.6302
0.0512 35.8301
0.0544 38.0194
0.0576 40.2067
0.0608 42.3933
0.064 44.5635
0.0672 46.737
0.0704 48.9105
0.0736 51.0614
0.0768 53.2221
0.08 55.3669
0.0832 57.5149
0.0864 59.6629
0.0896 61.7891
0.0928 63.9246
0.096 66.0602
0.0992 68.1683
0.1024 70.2916
0.1056 72.394
0.1088 74.5054
0.112 76.6168
0.1152 78.7016
0.1184 80.8012
0.1216 82.8805
0.1248 84.9685
0.128 87.0565
0.1312 89.1189
0.1344 91.1955
0.1376 93.2525
0.1408 95.3179
0.144 97.3833
0.1472 99.4239
0.1504 101.478
0.1536 103.514
0.1568 105.557
0.16 107.588
0.1632 109.62
0.1664 111.653
0.1696 113.668
0.1728 115.69
0.176 117.7
0.1792 119.712
0.1824 121.724
0.1856 123.718
0.1888 125.72
0.192 127.709
0.1952 129.701
0.1984 131.693
0.2016 133.667
0.2048 135.649
0.208 137.619
0.2112 139.591
0.2144 141.564
0.2176 143.519
0.2208 145.482
0.224 147.433
0.2272 149.386
0.2304 151.339
0.2336 153.282
0.2368 155.23
0.24 157.181
0.2432 159.13
0.2464 161.08
0.2496 163.032
0.2528 164.983
0.256 166.935
0.2592 168.887
0.2624 170.839
0.2656 172.793
0.2688 174.746
0.272 176.7
0.2752 178.654
0.2784 180.608
0.2816 182.564
0.2848 184.519
0.288 186.475
0.2912 188.431
0.2944 190.387
0.2976 192.345
0.3008 194.302
0.304 196.259
0.3072 198.218
0.3104 200.177
0.3136 202.136
0.3168 204.096
0.32 206.055
0.3232 208.016
0.3264 209.976
0.3296 211.938
0.3328 213.9
0.336 215.861
0.3392 217.825
0.3424 219.787
0.3456 221.751
0.3488 223.714
0.352 225.678
0.3552 227.643
0.3584 229.608
0.3616 231.574
0.3648 233.539
0.368 235.505
0.3712 237.472
0.3744 239.439
0.3776 241.407
0.3808 243.375
0.384 245.342
0.3872 247.312
0.3904 249.28
0.3936 251.251
0.3968 253.22
0.4 255.19
0.4032 257.162
0.4064 259.133
0.4096 261.105
0.4128 263.077
0.416 265.049
0.4192 267.023
0.4224 268.995
0.4256 270.97
0.4288 272.944
0.432 274.918
0.4352 276.894
0.4384 278.869
0.4416 280.845
0.4448 282.821
0.448 284.797
0.4512 286.776
0.4544 288.752
0.4576 290.731
0.4608 292.709
0.464 294.687
0.4672 296.668
0.4704 298.647
0.4736 300.628
0.4768 302.608
0.48 304.588
0.4832 306.589
0.4864 308.579
0.4896 310.586
0.4928 312.586
0.496 314.586
0.4992 316.609
0.5024 318.62
0.5056 320.649
0.5088 322.67
0.512 324.691
0.5152 326.736
