#1:iterationCounter 	2:residualErr 	3:incrementalErr 	4:etaLineSearch
1	799.368	1	1
2	9.72071	0.5394	0.994141
3	8.63078	1.34403	0.131837
4	6.86628	0.20685	0.163087
5	5.99982	0.126559	0.0898447
6	2.94248	0.0720911	1
7	1.75529	0.0299621	0.904297
8	0.899692	0.0137716	1
9	0.651029	0.00708926	1
1	0.896657	0.154204	1
2	0.640508	0.152299	1
3	0.510403	0.0833144	1
4	0.464281	0.0355265	1
5	0.429852	0.0133022	1
6	0.399383	0.00487959	1
