#1:iter	2:compliance	3:duration	4:volume
0 	635.752 	0.099 	0.151682
1 	635.752 	0.001 	0.151682
2 	4.38448 	0.001 	0.246999
3 	3.87973 	0.002 	0.267428
4 	4.12057 	0.001 	0.256432
5 	3.69071 	0.001 	0.278629
6 	4.6439 	0.002 	0.258073
7 	5.06953 	0.001 	0.261869
8 	4.01477 	0.001 	0.300771
9 	3.50234 	0.002 	0.300183
10 	3.48851 	0.001 	0.297879
11 	3.43195 	0.002 	0.299972
12 	3.43158 	0.001 	0.300003
13 	3.43157 	0.001 	0.300003
