#1:iter	2:compliance	3:problems	4:volume_(density)
0 	0.00856522 	1 	0.5 	0.0200228
1 	0.00708587 	2 	0.47841 	0.00634231
2 	0.00598031 	3 	0.495145 	0.00469287
3 	0.00551803 	4 	0.496527 	0.00424988
4 	0.00480829 	5 	0.493266 	0.00370378
5 	0.00432176 	6 	0.49735 	0.00310729
6 	0.00425071 	7 	0.499919 	0.00293331
7 	0.00424804 	8 	0.499988 	0.00288627
8 	0.00424754 	9 	0.499996 	0.00286245
9 	0.00424737 	10 	0.499999 	0.0028499
10 	0.00424731 	11 	0.499999 	0.00284355
