# <ibz dim="2" edges="3"/>
#step	k_x	k_y	1.mode	2.mode	...
0	0	0	6.53696e-05	7.71306e-05	1411.61	2578.61	2578.61
1	1.5708	0	240.18	739.817	1218.31	2593.65	2822.49
2	3.14159	0	462.77	1009.65	1169.59	2685.98	2885.07
3	3.14159	1.5708	758.338	928.534	1282.68	2696.27	2758.12
4	3.14159	3.14159	646.291	1338.36	1342.54	2578.61	2756.65
5	1.5708	1.5708	645.927	847.669	1115.63	2645.03	2844.67
0	0	0	6.53696e-05	7.71306e-05	1411.61	2578.61	2578.61
