# <ibz dim="2" edges="3"/>
#step	k_x	k_y	1.mode	2.mode	...
0	0	0	3.53805e-05	5.54627e-05	1365.18	1365.18	1642.7
1	1.5708	0	173.643	784.776	1092.65	1545.87	1941.09
2	3.14159	0	371.042	886.676	1051.58	2090.89	2246.36
3	3.14159	1.5708	736.5	1066.71	1194.59	1852.85	2565.23
4	3.14159	3.14159	698.699	1356.89	1680.61	1699.07	2709.95
5	1.5708	1.5708	689.204	889.807	1175.92	1474.41	2173.47
0	0	0	3.53805e-05	5.54627e-05	1365.18	1365.18	1642.7
