#1:iter	2:compliance	3:duration	4:volume
0 	90.6259 	1.039 	0.5
1 	62.9803 	0.059 	0.45469
2 	40.4989 	0.056 	0.478894
3 	31.9331 	0.058 	0.491045
4 	28.4715 	0.054 	0.494893
5 	26.4916 	0.053 	0.496718
6 	25.3232 	0.052 	0.49709
7 	24.6127 	0.056 	0.49816
8 	24.203 	0.053 	0.498905
