#iter	compliance	change	problems	volume	max_f_grad	active_set
0	35.6801	0.5	2	0.5	7.85594
1	22.4988	0.373954	4	0.461723	1.02198
2	16.0809	0.21742	6	0.487135	0.555693
3	13.6082	0.228501	8	0.491657	0.510372
4	11.9697	0.225342	10	0.493377	0.495325
5	10.8589	0.221999	12	0.495422	0.489873
6	10.1625	0.163511	14	0.496711	0.487829
7	9.52321	0.157228	16	0.495832	0.485874
8	8.88673	0.151787	18	0.495602	0.483626
9	8.39657	0.172791	20	0.496349	0.482115
10	8.08332	0.165372	22	0.497415	0.4806
