#1:iter	2:compliance	3:duration	4:volume	5:nObj
0 	41.2117 	0.0562785 	0.341876 	1
1 	40.674 	0.002469 	0.342914 	2
2 	39.0097 	0.00228704 	0.347543 	3
3 	36.3139 	0.00227125 	0.34664 	4
4 	32.4653 	0.00215187 	0.346789 	5
5 	28.3519 	0.00220946 	0.334555 	6
