#phi 	 theta 	 psi J_model:
0 		0 		0 		0.951001
0 		0 		0.0174533 		0.950951
0 		0 		0.0349066 		0.950802
0 		0 		0.0523599 		0.950551
0 		0 		0.0698132 		0.950196
0 		0 		0.0872665 		0.949733
0 		0 		0.10472 		0.949158
0 		0 		0.122173 		0.948464
0 		0 		0.139626 		0.947645
0 		0 		0.15708 		0.946694
0 		0 		0.174533 		0.945602
0 		0 		0.191986 		0.944359
0 		0 		0.20944 		0.942957
0 		0 		0.226893 		0.941383
0 		0 		0.244346 		0.939628
0 		0 		0.261799 		0.937678
0 		0 		0.279253 		0.935523
0 		0 		0.296706 		0.933149
0 		0 		0.314159 		0.930544
0 		0 		0.331613 		0.927694
0 		0 		0.349066 		0.924588
0 		0 		0.366519 		0.921211
0 		0 		0.383972 		0.917551
0 		0 		0.401426 		0.913595
0 		0 		0.418879 		0.909331
0 		0 		0.436332 		0.904746
0 		0 		0.453786 		0.899831
0 		0 		0.471239 		0.894573
0 		0 		0.488692 		0.888962
0 		0 		0.506145 		0.882991
0 		0 		0.523599 		0.876648
0 		0 		0.541052 		0.869929
0 		0 		0.558505 		0.862826
0 		0 		0.575959 		0.855333
0 		0 		0.593412 		0.847447
0 		0 		0.610865 		0.839166
0 		0 		0.628319 		0.830487
0 		0 		0.645772 		0.821411
0 		0 		0.663225 		0.81194
0 		0 		0.680678 		0.802075
0 		0 		0.698132 		0.791823
0 		0 		0.715585 		0.781188
0 		0 		0.733038 		0.770178
0 		0 		0.750492 		0.758803
0 		0 		0.767945 		0.747074
0 		0 		0.785398 		0.735002
0 		0 		0.802851 		0.722603
0 		0 		0.820305 		0.709892
0 		0 		0.837758 		0.696886
0 		0 		0.855211 		0.683603
0 		0 		0.872665 		0.670065
0 		0 		0.890118 		0.656294
0 		0 		0.907571 		0.642311
0 		0 		0.925025 		0.628142
0 		0 		0.942478 		0.613813
0 		0 		0.959931 		0.599351
0 		0 		0.977384 		0.584784
0 		0 		0.994838 		0.570141
0 		0 		1.01229 		0.555452
0 		0 		1.02974 		0.540749
0 		0 		1.0472 		0.526063
0 		0 		1.06465 		0.511426
0 		0 		1.0821 		0.496872
0 		0 		1.09956 		0.482434
0 		0 		1.11701 		0.468146
0 		0 		1.13446 		0.454042
0 		0 		1.15192 		0.440155
0 		0 		1.16937 		0.42652
0 		0 		1.18682 		0.41317
0 		0 		1.20428 		0.400139
0 		0 		1.22173 		0.387459
0 		0 		1.23918 		0.375164
0 		0 		1.25664 		0.363284
0 		0 		1.27409 		0.351851
0 		0 		1.29154 		0.340896
0 		0 		1.309 		0.330446
0 		0 		1.32645 		0.32053
0 		0 		1.3439 		0.311174
0 		0 		1.36136 		0.302405
0 		0 		1.37881 		0.294244
0 		0 		1.39626 		0.286716
0 		0 		1.41372 		0.27984
0 		0 		1.43117 		0.273636
0 		0 		1.44862 		0.26812
0 		0 		1.46608 		0.263308
0 		0 		1.48353 		0.259214
0 		0 		1.50098 		0.255848
0 		0 		1.51844 		0.253221
0 		0 		1.53589 		0.251338
0 		0 		1.55334 		0.250207
0 		0 		1.5708 		0.24983
0 		0 		1.58825 		0.250207
0 		0 		1.6057 		0.251338
0 		0 		1.62316 		0.253221
0 		0 		1.64061 		0.255848
0 		0 		1.65806 		0.259214
0 		0 		1.67552 		0.263308
0 		0 		1.69297 		0.26812
0 		0 		1.71042 		0.273636
0 		0 		1.72788 		0.27984
0 		0 		1.74533 		0.286716
0 		0 		1.76278 		0.294244
0 		0 		1.78024 		0.302405
0 		0 		1.79769 		0.311174
0 		0 		1.81514 		0.32053
0 		0 		1.8326 		0.330446
0 		0 		1.85005 		0.340896
0 		0 		1.8675 		0.351851
0 		0 		1.88496 		0.363284
0 		0 		1.90241 		0.375164
0 		0 		1.91986 		0.387459
0 		0 		1.93732 		0.400139
0 		0 		1.95477 		0.41317
0 		0 		1.97222 		0.42652
0 		0 		1.98968 		0.440155
0 		0 		2.00713 		0.454042
0 		0 		2.02458 		0.468146
0 		0 		2.04204 		0.482434
0 		0 		2.05949 		0.496872
0 		0 		2.07694 		0.511426
0 		0 		2.0944 		0.526063
0 		0 		2.11185 		0.540749
0 		0 		2.1293 		0.555452
0 		0 		2.14675 		0.570141
0 		0 		2.16421 		0.584784
0 		0 		2.18166 		0.599351
0 		0 		2.19911 		0.613813
0 		0 		2.21657 		0.628142
0 		0 		2.23402 		0.642311
0 		0 		2.25147 		0.656294
0 		0 		2.26893 		0.670065
0 		0 		2.28638 		0.683603
0 		0 		2.30383 		0.696886
0 		0 		2.32129 		0.709892
0 		0 		2.33874 		0.722603
0 		0 		2.35619 		0.735002
0 		0 		2.37365 		0.747074
0 		0 		2.3911 		0.758803
0 		0 		2.40855 		0.770178
0 		0 		2.42601 		0.781188
0 		0 		2.44346 		0.791823
0 		0 		2.46091 		0.802075
0 		0 		2.47837 		0.81194
0 		0 		2.49582 		0.821411
0 		0 		2.51327 		0.830487
0 		0 		2.53073 		0.839166
0 		0 		2.54818 		0.847447
0 		0 		2.56563 		0.855333
0 		0 		2.58309 		0.862826
0 		0 		2.60054 		0.869929
0 		0 		2.61799 		0.876648
0 		0 		2.63545 		0.882991
0 		0 		2.6529 		0.888962
0 		0 		2.67035 		0.894573
0 		0 		2.68781 		0.899831
0 		0 		2.70526 		0.904746
0 		0 		2.72271 		0.909331
0 		0 		2.74017 		0.913595
0 		0 		2.75762 		0.917551
0 		0 		2.77507 		0.921211
0 		0 		2.79253 		0.924588
0 		0 		2.80998 		0.927694
0 		0 		2.82743 		0.930544
0 		0 		2.84489 		0.933149
0 		0 		2.86234 		0.935523
0 		0 		2.87979 		0.937678
0 		0 		2.89725 		0.939628
0 		0 		2.9147 		0.941383
0 		0 		2.93215 		0.942957
0 		0 		2.94961 		0.944359
0 		0 		2.96706 		0.945602
0 		0 		2.98451 		0.946694
0 		0 		3.00197 		0.947645
0 		0 		3.01942 		0.948464
0 		0 		3.03687 		0.949158
0 		0 		3.05433 		0.949733
0 		0 		3.07178 		0.950196
0 		0 		3.08923 		0.950551
0 		0 		3.10669 		0.950802
0 		0 		3.12414 		0.950951
0 		0 		3.14159 		0.951001
