"N","min(origNodeNums)","q1(origNodeNums)","med(origNodeNums)","q3(origNodeNums)","max(origNodeNums)","avg(origNodeNums)","std(origNodeNums)","min(fluidMechPressure_timeDeriv1)","q1(fluidMechPressure_timeDeriv1)","med(fluidMechPressure_timeDeriv1)","q3(fluidMechPressure_timeDeriv1)","max(fluidMechPressure_timeDeriv1)","avg(fluidMechPressure_timeDeriv1)","std(fluidMechPressure_timeDeriv1)","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1,2,2,2,2,2,2,0,-0.99989,-0.99989,-0.99989,-0.99989,-0.99989,-0.99989,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.13
1,2,2,2,2,2,2,0,-0.99996,-0.99996,-0.99996,-0.99996,-0.99996,-0.99996,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.14
1,2,2,2,2,2,2,0,-0.99992,-0.99992,-0.99992,-0.99992,-0.99992,-0.99992,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.15
1,2,2,2,2,2,2,0,-0.99979,-0.99979,-0.99979,-0.99979,-0.99979,-0.99979,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.16
1,2,2,2,2,2,2,0,-0.99955,-0.99955,-0.99955,-0.99955,-0.99955,-0.99955,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.17
1,2,2,2,2,2,2,0,-0.99922,-0.99922,-0.99922,-0.99922,-0.99922,-0.99922,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.18
1,2,2,2,2,2,2,0,-0.99879,-0.99879,-0.99879,-0.99879,-0.99879,-0.99879,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.19
1,2,2,2,2,2,2,0,-0.99825,-0.99825,-0.99825,-0.99825,-0.99825,-0.99825,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.2
1,2,2,2,2,2,2,0,-0.99762,-0.99762,-0.99762,-0.99762,-0.99762,-0.99762,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.21
1,2,2,2,2,2,2,0,-0.99689,-0.99689,-0.99689,-0.99689,-0.99689,-0.99689,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.22
1,2,2,2,2,2,2,0,-0.99605,-0.99605,-0.99605,-0.99605,-0.99605,-0.99605,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.23
1,2,2,2,2,2,2,0,-0.99512,-0.99512,-0.99512,-0.99512,-0.99512,-0.99512,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.24
1,2,2,2,2,2,2,0,-0.99409,-0.99409,-0.99409,-0.99409,-0.99409,-0.99409,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.25
1,2,2,2,2,2,2,0,-0.99296,-0.99296,-0.99296,-0.99296,-0.99296,-0.99296,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.26
1,2,2,2,2,2,2,0,-0.99173,-0.99173,-0.99173,-0.99173,-0.99173,-0.99173,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.27
1,2,2,2,2,2,2,0,-0.9904,-0.9904,-0.9904,-0.9904,-0.9904,-0.9904,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.28
1,2,2,2,2,2,2,0,-0.98897,-0.98897,-0.98897,-0.98897,-0.98897,-0.98897,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.29
1,2,2,2,2,2,2,0,-0.98744,-0.98744,-0.98744,-0.98744,-0.98744,-0.98744,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.3
1,2,2,2,2,2,2,0,-0.98581,-0.98581,-0.98581,-0.98581,-0.98581,-0.98581,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.31
1,2,2,2,2,2,2,0,-0.98409,-0.98409,-0.98409,-0.98409,-0.98409,-0.98409,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.32
1,2,2,2,2,2,2,0,-0.98226,-0.98226,-0.98226,-0.98226,-0.98226,-0.98226,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.33
1,2,2,2,2,2,2,0,-0.98034,-0.98034,-0.98034,-0.98034,-0.98034,-0.98034,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.34
1,2,2,2,2,2,2,0,-0.97832,-0.97832,-0.97832,-0.97832,-0.97832,-0.97832,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.35
1,2,2,2,2,2,2,0,-0.9762,-0.9762,-0.9762,-0.9762,-0.9762,-0.9762,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.36
1,2,2,2,2,2,2,0,-0.97399,-0.97399,-0.97399,-0.97399,-0.97399,-0.97399,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.37
1,2,2,2,2,2,2,0,-0.97167,-0.97167,-0.97167,-0.97167,-0.97167,-0.97167,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.38
1,2,2,2,2,2,2,0,-0.96926,-0.96926,-0.96926,-0.96926,-0.96926,-0.96926,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.39
1,2,2,2,2,2,2,0,-0.96676,-0.96676,-0.96676,-0.96676,-0.96676,-0.96676,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.4
1,2,2,2,2,2,2,0,-0.96415,-0.96415,-0.96415,-0.96415,-0.96415,-0.96415,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.41
1,2,2,2,2,2,2,0,-0.96145,-0.96145,-0.96145,-0.96145,-0.96145,-0.96145,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.42
1,2,2,2,2,2,2,0,-0.95866,-0.95866,-0.95866,-0.95866,-0.95866,-0.95866,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.43
1,2,2,2,2,2,2,0,-0.95577,-0.95577,-0.95577,-0.95577,-0.95577,-0.95577,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.44
1,2,2,2,2,2,2,0,-0.95278,-0.95278,-0.95278,-0.95278,-0.95278,-0.95278,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.45
1,2,2,2,2,2,2,0,-0.9497,-0.9497,-0.9497,-0.9497,-0.9497,-0.9497,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.46
1,2,2,2,2,2,2,0,-0.94652,-0.94652,-0.94652,-0.94652,-0.94652,-0.94652,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.47
1,2,2,2,2,2,2,0,-0.94325,-0.94325,-0.94325,-0.94325,-0.94325,-0.94325,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.48
1,2,2,2,2,2,2,0,-0.93988,-0.93988,-0.93988,-0.93988,-0.93988,-0.93988,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.49
1,2,2,2,2,2,2,0,-0.93642,-0.93642,-0.93642,-0.93642,-0.93642,-0.93642,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.5
1,2,2,2,2,2,2,0,-0.93286,-0.93286,-0.93286,-0.93286,-0.93286,-0.93286,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.51
1,2,2,2,2,2,2,0,-0.92922,-0.92922,-0.92922,-0.92922,-0.92922,-0.92922,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.52
1,2,2,2,2,2,2,0,-0.92547,-0.92547,-0.92547,-0.92547,-0.92547,-0.92547,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.53
1,2,2,2,2,2,2,0,-0.92164,-0.92164,-0.92164,-0.92164,-0.92164,-0.92164,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.54
1,2,2,2,2,2,2,0,-0.91772,-0.91772,-0.91772,-0.91772,-0.91772,-0.91772,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.55
1,2,2,2,2,2,2,0,-0.9137,-0.9137,-0.9137,-0.9137,-0.9137,-0.9137,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.56
1,2,2,2,2,2,2,0,-0.90959,-0.90959,-0.90959,-0.90959,-0.90959,-0.90959,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.57
1,2,2,2,2,2,2,0,-0.90539,-0.90539,-0.90539,-0.90539,-0.90539,-0.90539,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.58
1,2,2,2,2,2,2,0,-0.9011,-0.9011,-0.9011,-0.9011,-0.9011,-0.9011,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.59
1,2,2,2,2,2,2,0,-0.89672,-0.89672,-0.89672,-0.89672,-0.89672,-0.89672,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.6
1,2,2,2,2,2,2,0,-0.89225,-0.89225,-0.89225,-0.89225,-0.89225,-0.89225,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.61
1,2,2,2,2,2,2,0,-0.88769,-0.88769,-0.88769,-0.88769,-0.88769,-0.88769,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.62
1,2,2,2,2,2,2,0,-0.88304,-0.88304,-0.88304,-0.88304,-0.88304,-0.88304,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.63
1,2,2,2,2,2,2,0,-0.87831,-0.87831,-0.87831,-0.87831,-0.87831,-0.87831,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.64
1,2,2,2,2,2,2,0,-0.87348,-0.87348,-0.87348,-0.87348,-0.87348,-0.87348,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.65
1,2,2,2,2,2,2,0,-0.86857,-0.86857,-0.86857,-0.86857,-0.86857,-0.86857,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.66
1,2,2,2,2,2,2,0,-0.86358,-0.86358,-0.86358,-0.86358,-0.86358,-0.86358,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.67
1,2,2,2,2,2,2,0,-0.85849,-0.85849,-0.85849,-0.85849,-0.85849,-0.85849,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.68
1,2,2,2,2,2,2,0,-0.85332,-0.85332,-0.85332,-0.85332,-0.85332,-0.85332,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.69
1,2,2,2,2,2,2,0,-0.84806,-0.84806,-0.84806,-0.84806,-0.84806,-0.84806,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.7
1,2,2,2,2,2,2,0,-0.84272,-0.84272,-0.84272,-0.84272,-0.84272,-0.84272,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.71
1,2,2,2,2,2,2,0,-0.8373,-0.8373,-0.8373,-0.8373,-0.8373,-0.8373,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.72
1,2,2,2,2,2,2,0,-0.83179,-0.83179,-0.83179,-0.83179,-0.83179,-0.83179,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.73
1,2,2,2,2,2,2,0,-0.8262,-0.8262,-0.8262,-0.8262,-0.8262,-0.8262,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.74
1,2,2,2,2,2,2,0,-0.82053,-0.82053,-0.82053,-0.82053,-0.82053,-0.82053,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.75
1,2,2,2,2,2,2,0,-0.81477,-0.81477,-0.81477,-0.81477,-0.81477,-0.81477,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.76
1,2,2,2,2,2,2,0,-0.80893,-0.80893,-0.80893,-0.80893,-0.80893,-0.80893,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.77
1,2,2,2,2,2,2,0,-0.80301,-0.80301,-0.80301,-0.80301,-0.80301,-0.80301,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.78
1,2,2,2,2,2,2,0,-0.79701,-0.79701,-0.79701,-0.79701,-0.79701,-0.79701,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.79
1,2,2,2,2,2,2,0,-0.79093,-0.79093,-0.79093,-0.79093,-0.79093,-0.79093,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.8
1,2,2,2,2,2,2,0,-0.78478,-0.78478,-0.78478,-0.78478,-0.78478,-0.78478,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.81
1,2,2,2,2,2,2,0,-0.77854,-0.77854,-0.77854,-0.77854,-0.77854,-0.77854,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.82
1,2,2,2,2,2,2,0,-0.77223,-0.77223,-0.77223,-0.77223,-0.77223,-0.77223,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.83
1,2,2,2,2,2,2,0,-0.76584,-0.76584,-0.76584,-0.76584,-0.76584,-0.76584,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.84
1,2,2,2,2,2,2,0,-0.75937,-0.75937,-0.75937,-0.75937,-0.75937,-0.75937,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.85
1,2,2,2,2,2,2,0,-0.75282,-0.75282,-0.75282,-0.75282,-0.75282,-0.75282,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.86
1,2,2,2,2,2,2,0,-0.7462,-0.7462,-0.7462,-0.7462,-0.7462,-0.7462,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.87
1,2,2,2,2,2,2,0,-0.73951,-0.73951,-0.73951,-0.73951,-0.73951,-0.73951,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.88
1,2,2,2,2,2,2,0,-0.73274,-0.73274,-0.73274,-0.73274,-0.73274,-0.73274,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.89
1,2,2,2,2,2,2,0,-0.7259,-0.7259,-0.7259,-0.7259,-0.7259,-0.7259,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.9
1,2,2,2,2,2,2,0,-0.71899,-0.71899,-0.71899,-0.71899,-0.71899,-0.71899,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.91
1,2,2,2,2,2,2,0,-0.712,-0.712,-0.712,-0.712,-0.712,-0.712,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.92
1,2,2,2,2,2,2,0,-0.70495,-0.70495,-0.70495,-0.70495,-0.70495,-0.70495,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.93
1,2,2,2,2,2,2,0,-0.69782,-0.69782,-0.69782,-0.69782,-0.69782,-0.69782,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.94
1,2,2,2,2,2,2,0,-0.69062,-0.69062,-0.69062,-0.69062,-0.69062,-0.69062,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.95
1,2,2,2,2,2,2,0,-0.68336,-0.68336,-0.68336,-0.68336,-0.68336,-0.68336,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.96
1,2,2,2,2,2,2,0,-0.67602,-0.67602,-0.67602,-0.67602,-0.67602,-0.67602,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.97
1,2,2,2,2,2,2,0,-0.66862,-0.66862,-0.66862,-0.66862,-0.66862,-0.66862,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.98
1,2,2,2,2,2,2,0,-0.66115,-0.66115,-0.66115,-0.66115,-0.66115,-0.66115,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.99
1,2,2,2,2,2,2,0,-0.65362,-0.65362,-0.65362,-0.65362,-0.65362,-0.65362,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4
1,2,2,2,2,2,2,0,-0.64602,-0.64602,-0.64602,-0.64602,-0.64602,-0.64602,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.01
1,2,2,2,2,2,2,0,-0.63835,-0.63835,-0.63835,-0.63835,-0.63835,-0.63835,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.02
1,2,2,2,2,2,2,0,-0.63062,-0.63062,-0.63062,-0.63062,-0.63062,-0.63062,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.03
1,2,2,2,2,2,2,0,-0.62283,-0.62283,-0.62283,-0.62283,-0.62283,-0.62283,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.04
1,2,2,2,2,2,2,0,-0.61498,-0.61498,-0.61498,-0.61498,-0.61498,-0.61498,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.05
1,2,2,2,2,2,2,0,-0.60706,-0.60706,-0.60706,-0.60706,-0.60706,-0.60706,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.06
1,2,2,2,2,2,2,0,-0.59908,-0.59908,-0.59908,-0.59908,-0.59908,-0.59908,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.07
1,2,2,2,2,2,2,0,-0.59105,-0.59105,-0.59105,-0.59105,-0.59105,-0.59105,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.08
1,2,2,2,2,2,2,0,-0.58295,-0.58295,-0.58295,-0.58295,-0.58295,-0.58295,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.09
1,2,2,2,2,2,2,0,-0.5748,-0.5748,-0.5748,-0.5748,-0.5748,-0.5748,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.1
1,2,2,2,2,2,2,0,-0.56659,-0.56659,-0.56659,-0.56659,-0.56659,-0.56659,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.11
1,2,2,2,2,2,2,0,-0.55832,-0.55832,-0.55832,-0.55832,-0.55832,-0.55832,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.12
1,2,2,2,2,2,2,0,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.13
1,2,2,2,2,2,2,0,-0.54162,-0.54162,-0.54162,-0.54162,-0.54162,-0.54162,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.14
1,2,2,2,2,2,2,0,-0.53319,-0.53319,-0.53319,-0.53319,-0.53319,-0.53319,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.15
1,2,2,2,2,2,2,0,-0.5247,-0.5247,-0.5247,-0.5247,-0.5247,-0.5247,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.16
1,2,2,2,2,2,2,0,-0.51616,-0.51616,-0.51616,-0.51616,-0.51616,-0.51616,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.17
1,2,2,2,2,2,2,0,-0.50757,-0.50757,-0.50757,-0.50757,-0.50757,-0.50757,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.18
1,2,2,2,2,2,2,0,-0.49893,-0.49893,-0.49893,-0.49893,-0.49893,-0.49893,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.19
1,2,2,2,2,2,2,0,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.2
1,2,2,2,2,2,2,0,-0.4815,-0.4815,-0.4815,-0.4815,-0.4815,-0.4815,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.21
1,2,2,2,2,2,2,0,-0.47271,-0.47271,-0.47271,-0.47271,-0.47271,-0.47271,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.22
1,2,2,2,2,2,2,0,-0.46388,-0.46388,-0.46388,-0.46388,-0.46388,-0.46388,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.23
