#iter	compliance	change	problems	volume	max_f_grad	active_set
0	83.9557	0.5	2	0.5	21.7431
1	50.9137	0.385508	4	0.459311	3.83812
2	35.5709	0.2356	6	0.485962	2.55913
3	29.9915	0.240024	8	0.491287	2.84807
4	26.4622	0.25011	10	0.493201	3.03982
5	24.1374	0.228152	12	0.495188	3.13247
6	22.7019	0.199582	14	0.496582	3.14717
7	21.6017	0.199812	16	0.496599	3.13853
8	20.6362	0.196875	18	0.496696	3.10993
9	19.9119	0.174817	20	0.497436	3.05261
10	19.4076	0.18646	22	0.498024	2.97963
