# <ibz dim="2" edges="3"/>
#step	k_x	k_y	1.mode	2.mode	...
0	0	0	0.000413627	0.000435062	437.621	7101.09	7190.81	7391.97
1	1.5708	0	101.464	240.568	480.074	7134.16	7207.55	7396.71
2	3.14159	0	220.426	464.329	651.628	7185.96	7266.05	7412.09
3	3.14159	1.5708	270.448	472.316	695.978	7190.12	7278.52	7446.79
4	3.14159	3.14159	421.746	510.111	846.247	7215.61	7323.64	7498.9
5	1.5708	1.5708	182.991	265.532	536.503	7137.39	7225.36	7412.58
0	0	0	0.000413627	0.000435062	437.621	7101.09	7190.81	7391.97
