# <ibz dim="2" edges="3"/>
#step	k_x	k_y	1.mode	2.mode	...
0	0	0	-1.65396e-15	7.72683e-09	0.517711	0.58078	0.58078	1.16285	1.21989
1	1.5708	0	0.123769	0.252406	0.529353	0.622936	0.633756	1.1676	1.19953
2	3.14159	0	0.238544	0.476628	0.547908	0.751181	0.787307	1.15527	1.19348
3	3.14159	1.5708	0.289469	0.481746	0.620109	0.791104	0.812505	1.16054	1.20313
4	3.14159	3.14159	0.388906	0.551019	0.727237	0.897687	0.911496	1.17828	1.22114
5	1.5708	1.5708	0.191352	0.328884	0.572115	0.647587	0.684203	1.16259	1.21803
0	0	0	-1.65396e-15	7.72683e-09	0.517711	0.58078	0.58078	1.16285	1.21989
