origElemNum,globCoord-x,globCoord-y,fluidMechVelocity-real-x,fluidMechVelocity-real-y,fluidMechVelocity-imag-x,fluidMechVelocity-imag-y,locCoord-xi,locCoord-eta
32,0.00235,0,-3.05106e-16,0.000340708,8.21265e-17,9.49474e-05,1,0.441922
32,0.00236,7.94347e-20,-3.04732e-16,0.000341309,8.12497e-17,9.9207e-05,1,0.432463
32,0.00237,7.99445e-20,-3.04354e-16,0.000341787,8.03019e-17,0.000103462,1,0.423004
32,0.00238,-4.02271e-20,-3.03938e-16,0.000342142,7.9321e-17,0.000107713,1,0.413545
32,0.00239,-4.0482e-20,-3.03545e-16,0.000342374,7.82833e-17,0.00011196,1,0.404086
32,0.0024,-4.07369e-20,-3.03153e-16,0.000342483,7.71911e-17,0.000116202,1,0.394627
32,0.00241,8.19835e-20,-3.02778e-16,0.000342469,7.60512e-17,0.00012044,1,0.385168
32,0.00242,8.24932e-20,-3.02382e-16,0.000342332,7.48536e-17,0.000124674,1,0.375709
32,0.00243,8.3003e-20,-3.01989e-16,0.000342072,7.35995e-17,0.000128903,1,0.36625
32,0.00244,8.35127e-20,-3.01589e-16,0.000341689,7.22966e-17,0.000133129,1,0.356791
32,0.00245,8.40224e-20,-3.01185e-16,0.000341183,7.09451e-17,0.000137349,1,0.347332
32,0.00246,8.45322e-20,-3.00782e-16,0.000340554,6.95371e-17,0.000141566,1,0.337873
32,0.00247,8.50419e-20,-3.00388e-16,0.000339802,6.80616e-17,0.000145778,1,0.328414
32,0.00248,0,-2.9996e-16,0.000338928,6.65593e-17,0.000149986,1,0.318955
32,0.00249,0,-2.99552e-16,0.00033793,6.49934e-17,0.00015419,1,0.309496
32,0.0025,0,-2.9914e-16,0.000336809,6.33804e-17,0.000158389,1,0.300037
32,0.00251,-4.35405e-20,-2.98728e-16,0.000335565,6.17e-17,0.000162584,1,0.290578
32,0.00252,0,-2.98319e-16,0.000334198,5.99802e-17,0.000166775,1,0.281119
32,0.00253,0,-2.97904e-16,0.000332709,5.82039e-17,0.000170961,1,0.27166
32,0.00254,-4.43051e-20,-2.9748e-16,0.000331096,5.63758e-17,0.000175144,1,0.262201
32,0.00255,0,-2.9707e-16,0.00032936,5.44935e-17,0.000179321,1,0.252742
32,0.00256,0,-2.96651e-16,0.000327501,5.25593e-17,0.000183495,1,0.243283
32,0.00257,0,-2.96229e-16,0.00032552,5.05725e-17,0.000187664,1,0.233825
32,0.00258,0,-2.95804e-16,0.000323415,4.85388e-17,0.000191829,1,0.224366
32,0.00259,-9.11589e-20,-2.95364e-16,0.000321187,4.645e-17,0.00019599,1,0.214907
32,0.0026,-9.16687e-20,-2.94935e-16,0.000318837,4.43112e-17,0.000200146,1,0.205448
32,0.00261,-9.21784e-20,-2.9451e-16,0.000316363,4.21052e-17,0.000204298,1,0.195989
32,0.00262,-9.26882e-20,-2.9408e-16,0.000313767,3.98587e-17,0.000208446,1,0.18653
32,0.00263,-9.31979e-20,-2.93649e-16,0.000311047,3.75564e-17,0.000212589,1,0.177071
32,0.00264,-9.37077e-20,-2.93219e-16,0.000308205,3.51957e-17,0.000216728,1,0.167612
32,0.00265,-9.42174e-20,-2.92782e-16,0.000305239,3.27907e-17,0.000220863,1,0.158153
32,0.00266,9.47272e-20,-2.92379e-16,0.00030215,3.03197e-17,0.000224994,1,0.148694
32,0.00267,9.52369e-20,-2.91935e-16,0.000298939,2.78118e-17,0.00022912,1,0.139235
32,0.00268,9.57467e-20,-2.91506e-16,0.000295605,2.5229e-17,0.000233242,1,0.129776
32,0.00269,9.62564e-20,-2.91059e-16,0.000292147,2.26222e-17,0.00023736,1,0.120317
32,0.0027,9.67662e-20,-2.90616e-16,0.000288567,1.99512e-17,0.000241473,1,0.110858
32,0.00271,9.72759e-20,-2.90171e-16,0.000284863,1.72213e-17,0.000245582,1,0.101399
32,0.00272,9.77857e-20,-2.89718e-16,0.000281037,1.44568e-17,0.000249687,1,0.0919402
32,0.00273,9.82954e-20,-2.89275e-16,0.000277087,1.16222e-17,0.000253787,1,0.0824812
32,0.00274,9.88052e-20,-2.88825e-16,0.000273015,8.74066e-18,0.000257883,1,0.0730223
32,0.00275,9.93149e-20,-2.88368e-16,0.00026882,5.81231e-18,0.000261975,1,0.0635633
32,0.00276,9.98246e-20,-2.87925e-16,0.000264501,2.80781e-18,0.000266063,1,0.0541044
32,0.00277,0,-2.87449e-16,0.00026006,-2.13428e-19,0.000270146,1,0.0446454
32,0.00278,-1.00844e-19,-2.86976e-16,0.000255496,-3.29574e-18,0.000274225,1,0.0351864
32,0.00279,0,-2.86533e-16,0.000250809,-6.44967e-18,0.000278299,1,0.0257275
32,0.0028,0,-2.86071e-16,0.000245998,-9.64077e-18,0.00028237,1,0.0162685
32,0.00281,0,-2.85611e-16,0.000241065,-1.28964e-17,0.000286436,1,0.00680958
32,0.00282,-1.02883e-19,-2.8513e-16,0.000236009,-1.61824e-17,0.000290498,1,-0.00264938
32,0.00283,-1.03393e-19,-2.84669e-16,0.00023083,-1.95374e-17,0.000294555,1,-0.0121083
32,0.00284,-1.03903e-19,-2.84201e-16,0.000225528,-2.29475e-17,0.000298608,1,-0.0215673
32,0.00285,-1.04412e-19,-2.83733e-16,0.000220102,-2.64075e-17,0.000302657,1,-0.0310262
32,0.00286,-1.04922e-19,-2.83263e-16,0.000214554,-2.99174e-17,0.000306701,1,-0.0404852
32,0.00287,-1.05432e-19,-2.8279e-16,0.000208883,-3.3488e-17,0.000310742,1,-0.0499442
32,0.00288,-1.05942e-19,-2.82317e-16,0.000203089,-3.71031e-17,0.000314778,1,-0.0594031
32,0.00289,-1.06451e-19,-2.81842e-16,0.000197172,-4.07736e-17,0.000318809,1,-0.0688621
32,0.0029,-1.06961e-19,-2.81362e-16,0.000191132,-4.44933e-17,0.000322837,1,-0.078321
32,0.00291,1.07471e-19,-2.80913e-16,0.000184969,-4.82971e-17,0.00032686,1,-0.08778
32,0.00292,1.07981e-19,-2.80426e-16,0.000178683,-5.2119e-17,0.000330878,1,-0.0972389
32,0.00293,1.0849e-19,-2.79955e-16,0.000172274,-5.6019e-17,0.000334893,1,-0.106698
32,0.00294,1.09e-19,-2.79471e-16,0.000165742,-5.9953e-17,0.000338903,1,-0.116157
32,0.00295,1.0951e-19,-2.7898e-16,0.000159087,-6.39279e-17,0.000342909,1,-0.125616
32,0.00296,1.1002e-19,-2.78493e-16,0.000152309,-6.79671e-17,0.00034691,1,-0.135075
32,0.00297,1.10529e-19,-2.77997e-16,0.000145408,-7.20519e-17,0.000350908,1,-0.144534
32,0.00298,1.11039e-19,-2.77517e-16,0.000138384,-7.62151e-17,0.0003549,1,-0.153993
32,0.00299,0,-2.77008e-16,0.000131237,-8.03885e-17,0.000358889,1,-0.163452
32,0.003,0,-2.76514e-16,0.000123968,-8.4638e-17,0.000362873,1,-0.172911
32,0.00301,0,-2.76016e-16,0.000116575,-8.89343e-17,0.000366853,1,-0.18237
32,0.00302,0,-2.75524e-16,0.000109059,-9.32985e-17,0.000370829,1,-0.191829
32,0.00303,0,-2.75021e-16,0.00010142,-9.77021e-17,0.000374801,1,-0.201287
32,0.00304,-1.14098e-19,-2.7451e-16,9.36583e-05,-1.02147e-16,0.000378768,1,-0.210746
32,0.00305,-1.14607e-19,-2.74013e-16,8.57736e-05,-1.06661e-16,0.000382731,1,-0.220205
32,0.00306,-1.15117e-19,-2.73506e-16,7.77658e-05,-1.11222e-16,0.000386689,1,-0.229664
32,0.00307,-1.15627e-19,-2.72996e-16,6.96351e-05,-1.15836e-16,0.000390643,1,-0.239123
32,0.00308,-1.16137e-19,-2.72494e-16,6.13814e-05,-1.20508e-16,0.000394593,1,-0.248582
32,0.00309,-1.16646e-19,-2.71984e-16,5.30047e-05,-1.25233e-16,0.000398539,1,-0.258041
32,0.0031,-1.17156e-19,-2.71473e-16,4.4505e-05,-1.30008e-16,0.00040248,1,-0.2675
32,0.00311,-1.17666e-19,-2.70963e-16,3.58824e-05,-1.34835e-16,0.000406417,1,-0.276959
32,0.00312,-1.18176e-19,-2.70445e-16,2.71367e-05,-1.39718e-16,0.00041035,1,-0.286418
32,0.00313,-1.18685e-19,-2.69935e-16,1.82681e-05,-1.44654e-16,0.000414278,1,-0.295877
32,0.00314,-1.19195e-19,-2.69414e-16,9.27654e-06,-1.49636e-16,0.000418202,1,-0.305336
32,0.00315,-1.19705e-19,-2.68895e-16,1.6197e-07,-1.54675e-16,0.000422122,1,-0.314795
32,0.00316,0,-2.68378e-16,-9.07559e-06,-1.59786e-16,0.000426038,1,-0.324254
32,0.00317,0,-2.67855e-16,-1.84361e-05,-1.6493e-16,0.000429949,1,-0.333713
32,0.00318,0,-2.67329e-16,-2.79196e-05,-1.70121e-16,0.000433856,1,-0.343172
32,0.00319,0,-2.66804e-16,-3.75261e-05,-1.75375e-16,0.000437759,1,-0.352631
32,0.0032,0,-2.66276e-16,-4.72556e-05,-1.80677e-16,0.000441657,1,-0.36209
32,0.00321,0,-2.65747e-16,-5.71081e-05,-1.86032e-16,0.000445551,1,-0.371549
32,0.00322,0,-2.65215e-16,-6.70835e-05,-1.91439e-16,0.000449441,1,-0.381008
32,0.00323,0,-2.64682e-16,-7.71819e-05,-1.96899e-16,0.000453326,1,-0.390467
32,0.00324,0,-2.64148e-16,-8.74033e-05,-2.02411e-16,0.000457207,1,-0.399926
32,0.00325,0,-2.63611e-16,-9.77477e-05,-2.07976e-16,0.000461084,1,-0.409385
32,0.00326,0,-2.63072e-16,-0.000108215,-2.13589e-16,0.000464956,1,-0.418843
32,0.00327,0,-2.62538e-16,-0.000118805,-2.19268e-16,0.000468825,1,-0.428302
32,0.00328,0,-2.61992e-16,-0.000129519,-2.24987e-16,0.000472689,1,-0.437761
32,0.00329,-6.34207e-20,-2.61447e-16,-0.000140355,-2.30751e-16,0.000476548,1,-0.44722
32,0.0033,-6.36755e-20,-2.60911e-16,-0.000151314,-2.36588e-16,0.000480403,1,-0.456679
32,0.00331,-6.39304e-20,-2.60353e-16,-0.000162397,-2.4245e-16,0.000484255,1,-0.466138
32,0.00332,-6.41853e-20,-2.59808e-16,-0.000173602,-2.48393e-16,0.000488101,1,-0.475597
32,0.00333,0,-2.59259e-16,-0.00018493,-2.5439e-16,0.000491944,1,-0.485056
32,0.00334,0,-2.58707e-16,-0.000196381,-2.60428e-16,0.000495782,1,-0.494515
32,0.00335,0,-2.58154e-16,-0.000207956,-2.6652e-16,0.000499616,1,-0.503974
32,0.00336,0,-2.57599e-16,-0.000219653,-2.72663e-16,0.000503445,1,-0.513433
32,0.00337,0,-2.57042e-16,-0.000231473,-2.7886e-16,0.00050727,1,-0.522892
32,0.00338,0,-2.56484e-16,-0.000243416,-2.85109e-16,0.000511091,1,-0.532351
32,0.00339,0,-2.55928e-16,-0.000255482,-2.91415e-16,0.000514908,1,-0.54181
32,0.0034,0,-2.55361e-16,-0.000267671,-2.97761e-16,0.00051872,1,-0.551269
32,0.00341,0,-2.54798e-16,-0.000279983,-3.04172e-16,0.000522528,1,-0.560728
32,0.00342,0,-2.54233e-16,-0.000292418,-3.10631e-16,0.000526332,1,-0.570187
32,0.00343,0,-2.53665e-16,-0.000304976,-3.17139e-16,0.000530131,1,-0.579646
32,0.00344,0,-2.53098e-16,-0.000317657,-3.23708e-16,0.000533926,1,-0.589105
32,0.00345,0,-2.52527e-16,-0.000330461,-3.30325e-16,0.000537717,1,-0.598564
32,0.00346,0,-2.51955e-16,-0.000343388,-3.36995e-16,0.000541504,1,-0.608023
32,0.00347,0,-2.51387e-16,-0.000356438,-3.43723e-16,0.000545286,1,-0.617482
32,0.00348,0,-2.50806e-16,-0.000369611,-3.50493e-16,0.000549064,1,-0.626941
32,0.00349,0,-2.50229e-16,-0.000382907,-3.57321e-16,0.000552837,1,-0.636399
32,0.0035,-6.8773e-20,-2.49653e-16,-0.000396326,-3.64187e-16,0.000556607,1,-0.645858
32,0.00351,0,-2.4907e-16,-0.000409868,-3.71135e-16,0.000560372,1,-0.655317
32,0.00352,0,-2.48487e-16,-0.000423533,-3.78117e-16,0.000564132,1,-0.664776
32,0.00353,0,-2.47904e-16,-0.000437321,-3.85159e-16,0.000567889,1,-0.674235
32,0.00354,0,-2.47319e-16,-0.000451232,-3.9225e-16,0.000571641,1,-0.683694
32,0.00355,0,-2.46732e-16,-0.000465265,-3.99393e-16,0.000575389,1,-0.693153
32,0.00356,0,-2.46148e-16,-0.000479422,-4.06595e-16,0.000579132,1,-0.702612
32,0.00357,0,-2.45552e-16,-0.000493702,-4.13838e-16,0.000582871,1,-0.712071
32,0.00358,0,-2.4496e-16,-0.000508105,-4.2114e-16,0.000586606,1,-0.72153
32,0.00359,0,-2.44366e-16,-0.00052263,-4.28494e-16,0.000590337,1,-0.730989
32,0.0036,0,-2.43769e-16,-0.000537279,-4.35898e-16,0.000594063,1,-0.740448
32,0.00361,0,-2.43173e-16,-0.000552051,-4.4336e-16,0.000597785,1,-0.749907
32,0.00362,0,-2.42574e-16,-0.000566946,-4.50872e-16,0.000601503,1,-0.759366
32,0.00363,0,-2.41973e-16,-0.000581963,-4.58436e-16,0.000605216,1,-0.768825
32,0.00364,0,-2.41376e-16,-0.000597104,-4.66059e-16,0.000608925,1,-0.778284
32,0.00365,0,-2.40766e-16,-0.000612367,-4.73723e-16,0.00061263,1,-0.787743
32,0.00366,0,-2.4016e-16,-0.000627754,-4.81445e-16,0.000616331,1,-0.797202
32,0.00367,-7.31059e-20,-2.3956e-16,-0.000643264,-4.89202e-16,0.000620027,1,-0.806661
32,0.00368,0,-2.38944e-16,-0.000658896,-4.97048e-16,0.000623719,1,-0.81612
32,0.00369,0,-2.38333e-16,-0.000674652,-5.04928e-16,0.000627406,1,-0.825579
32,0.0037,0,-2.3772e-16,-0.00069053,-5.12861e-16,0.00063109,1,-0.835038
32,0.00371,-7.41254e-20,-2.37114e-16,-0.000706532,-5.20825e-16,0.000634769,1,-0.844496
32,0.00372,0,-2.3649e-16,-0.000722656,-5.28885e-16,0.000638443,1,-0.853955
32,0.00373,0,-2.35878e-16,-0.000738904,-5.36981e-16,0.000642114,1,-0.863414
32,0.00374,0,-2.35253e-16,-0.000755274,-5.45119e-16,0.00064578,1,-0.872873
32,0.00375,0,-2.34632e-16,-0.000771768,-5.53315e-16,0.000649442,1,-0.882332
32,0.00376,0,-2.34014e-16,-0.000788384,-5.61569e-16,0.000653099,1,-0.891791
32,0.00377,0,-2.33384e-16,-0.000805123,-5.69863e-16,0.000656752,1,-0.90125
32,0.00378,0,-2.32758e-16,-0.000821986,-5.78218e-16,0.000660401,1,-0.910709
32,0.00379,0,-2.3213e-16,-0.000838971,-5.86625e-16,0.000664046,1,-0.920168
32,0.0038,0,-2.31501e-16,-0.000856079,-5.95084e-16,0.000667686,1,-0.929627
32,0.00381,0,-2.3087e-16,-0.000873311,-6.03596e-16,0.000671322,1,-0.939086
32,0.00382,0,-2.30236e-16,-0.000890665,-6.12159e-16,0.000674954,1,-0.948545
32,0.00383,0,-2.29602e-16,-0.000908142,-6.20777e-16,0.000678581,1,-0.958004
32,0.00384,0,-2.28972e-16,-0.000925743,-6.29453e-16,0.000682204,1,-0.967463
32,0.00385,-7.76936e-20,-2.28353e-16,-0.000943466,-6.38158e-16,0.000685823,1,-0.976922
32,0.00386,-7.79485e-20,-2.27702e-16,-0.000961312,-6.4692e-16,0.000689438,1,-0.986381
28,0.00387,-1.56407e-19,-2.25625e-16,-0.000977264,-6.58027e-16,0.00073108,1,1.00416
28,0.00388,-7.84582e-20,-2.28262e-16,-0.000999695,-6.6169e-16,0.000648467,1,0.994701
28,0.00389,-1.57426e-19,-2.30931e-16,-0.00102136,-6.65365e-16,0.000566753,1,0.985242
28,0.0039,-1.57936e-19,-2.33568e-16,-0.00104227,-6.69098e-16,0.00048594,1,0.975783
28,0.00391,-7.92229e-20,-2.36156e-16,-0.0010624,-6.72867e-16,0.000406026,1,0.966324
28,0.00392,-7.94777e-20,-2.38767e-16,-0.00108178,-6.76679e-16,0.000327012,1,0.956865
28,0.00393,-7.97326e-20,-2.41368e-16,-0.00110039,-6.80534e-16,0.000248897,1,0.947406
28,0.00394,-7.99875e-20,-2.43959e-16,-0.00111824,-6.84433e-16,0.000171683,1,0.937948
28,0.00395,-1.60485e-19,-2.46575e-16,-0.00113532,-6.88383e-16,9.53676e-05,1,0.928489
28,0.00396,-1.60994e-19,-2.49134e-16,-0.00115164,-6.92358e-16,1.99523e-05,1,0.91903
28,0.00397,-1.61504e-19,-2.51696e-16,-0.00116719,-6.96387e-16,-5.45632e-05,1,0.909571
28,0.00398,-1.62014e-19,-2.54247e-16,-0.00118198,-7.00461e-16,-0.000128179,1,0.900112
28,0.00399,-1.62524e-19,-2.56791e-16,-0.00119601,-7.04584e-16,-0.000200895,1,0.890653
28,0.004,-1.63033e-19,-2.59326e-16,-0.00120927,-7.0875e-16,-0.000272711,1,0.881194
28,0.00401,-1.63543e-19,-2.61848e-16,-0.00122177,-7.12953e-16,-0.000343628,1,0.871735
28,0.00402,-1.64053e-19,-2.64357e-16,-0.0012335,-7.17199e-16,-0.000413645,1,0.862276
28,0.00403,-8.22813e-20,-2.66821e-16,-0.00124447,-7.21467e-16,-0.000482762,1,0.852817
28,0.00404,-8.25362e-20,-2.69308e-16,-0.00125467,-7.25799e-16,-0.000550979,1,0.843358
28,0.00405,-8.27911e-20,-2.7179e-16,-0.00126412,-7.30173e-16,-0.000618297,1,0.833899
28,0.00406,-8.3046e-20,-2.74254e-16,-0.00127279,-7.34593e-16,-0.000684715,1,0.82444
28,0.00407,-8.33008e-20,-2.76718e-16,-0.00128071,-7.39052e-16,-0.000750233,1,0.814981
28,0.00408,-8.35557e-20,-2.79162e-16,-0.00128785,-7.43559e-16,-0.000814851,1,0.805522
28,0.00409,-1.67621e-19,-2.81643e-16,-0.00129424,-7.48134e-16,-0.00087857,1,0.796063
28,0.0041,-1.68131e-19,-2.84072e-16,-0.00129986,-7.52727e-16,-0.000941389,1,0.786604
28,0.00411,-1.68641e-19,-2.8649e-16,-0.00130471,-7.57363e-16,-0.00100331,1,0.777145
28,0.00412,-1.6915e-19,-2.88888e-16,-0.00130881,-7.6203e-16,-0.00106433,1,0.767686
28,0.00413,-1.6966e-19,-2.9129e-16,-0.00131213,-7.66752e-16,-0.00112445,1,0.758227
28,0.00414,-1.7017e-19,-2.93678e-16,-0.0013147,-7.71517e-16,-0.00118367,1,0.748768
28,0.00415,-1.7068e-19,-2.96053e-16,-0.0013165,-7.76327e-16,-0.00124199,1,0.739309
28,0.00416,-1.71189e-19,-2.98424e-16,-0.00131753,-7.81178e-16,-0.00129941,1,0.72985
28,0.00417,-8.58496e-20,-3.00744e-16,-0.00131781,-7.86047e-16,-0.00135593,1,0.720392
28,0.00418,-8.61045e-20,-3.03092e-16,-0.00131731,-7.90984e-16,-0.00141155,1,0.710933
28,0.00419,-8.63593e-20,-3.05437e-16,-0.00131606,-7.95962e-16,-0.00146627,1,0.701474
28,0.0042,-8.66142e-20,-3.07775e-16,-0.00131403,-8.00997e-16,-0.00152009,1,0.692015
28,0.00421,-8.68691e-20,-3.10082e-16,-0.00131125,-8.06053e-16,-0.00157301,1,0.682556
28,0.00422,-1.74248e-19,-3.1242e-16,-0.0013077,-8.11198e-16,-0.00162504,1,0.673097
28,0.00423,-1.74758e-19,-3.14712e-16,-0.00130339,-8.16354e-16,-0.00167616,1,0.663638
28,0.00424,-1.75267e-19,-3.17004e-16,-0.00129831,-8.21558e-16,-0.00172638,1,0.654179
28,0.00425,-1.75777e-19,-3.19281e-16,-0.00129247,-8.26805e-16,-0.0017757,1,0.64472
28,0.00426,-1.76287e-19,-3.21547e-16,-0.00128586,-8.32083e-16,-0.00182413,1,0.635261
28,0.00427,-1.76797e-19,-3.23808e-16,-0.00127849,-8.37416e-16,-0.00187165,1,0.625802
28,0.00428,-1.77306e-19,-3.26044e-16,-0.00127036,-8.42777e-16,-0.00191828,1,0.616343
28,0.00429,-8.89081e-20,-3.2825e-16,-0.00126146,-8.4815e-16,-0.001964,1,0.606884
28,0.0043,-8.91629e-20,-3.30481e-16,-0.0012518,-8.53605e-16,-0.00200882,1,0.597425
28,0.00431,-8.94178e-20,-3.32697e-16,-0.00124137,-8.59105e-16,-0.00205275,1,0.587966
28,0.00432,-8.96727e-20,-3.34892e-16,-0.00123018,-8.64651e-16,-0.00209577,1,0.578507
28,0.00433,-8.99276e-20,-3.37099e-16,-0.00121822,-8.70234e-16,-0.0021379,1,0.569048
28,0.00434,-9.01824e-20,-3.39284e-16,-0.0012055,-8.75864e-16,-0.00217912,1,0.559589
28,0.00435,-1.80875e-19,-3.41492e-16,-0.00119202,-8.81596e-16,-0.00221945,1,0.55013
28,0.00436,-1.81384e-19,-3.43653e-16,-0.00117777,-8.87308e-16,-0.00225887,1,0.540671
28,0.00437,-1.81894e-19,-3.45803e-16,-0.00116276,-8.93064e-16,-0.0022974,1,0.531212
28,0.00438,-1.82404e-19,-3.47953e-16,-0.00114699,-8.98866e-16,-0.00233503,1,0.521753
28,0.00439,-1.82914e-19,-3.50088e-16,-0.00113045,-9.04713e-16,-0.00237175,1,0.512294
28,0.0044,-1.83423e-19,-3.52206e-16,-0.00111314,-9.10605e-16,-0.00240758,1,0.502836
28,0.00441,-1.83933e-19,-3.54325e-16,-0.00109508,-9.16543e-16,-0.00244251,1,0.493377
28,0.00442,-1.84443e-19,-3.56433e-16,-0.00107624,-9.22524e-16,-0.00247654,1,0.483918
28,0.00443,-9.24763e-20,-3.58499e-16,-0.00105665,-9.28479e-16,-0.00250966,1,0.474459
28,0.00444,-2.78194e-19,-3.6063e-16,-0.00103629,-9.34664e-16,-0.00254189,1,0.465
28,0.00445,-2.78958e-19,-3.62695e-16,-0.00101516,-9.40762e-16,-0.00257322,1,0.455541
28,0.00446,-9.32409e-20,-3.64721e-16,-0.000993273,-9.46796e-16,-0.00260365,1,0.446082
28,0.00447,-9.34958e-20,-3.66768e-16,-0.00097062,-9.5299e-16,-0.00263318,1,0.436623
28,0.00448,-9.37507e-20,-3.68805e-16,-0.000947203,-9.59228e-16,-0.00266181,1,0.427164
28,0.00449,-1.88011e-19,-3.70877e-16,-0.000923022,-9.65572e-16,-0.00268953,1,0.417705
28,0.0045,-1.88521e-19,-3.72893e-16,-0.000898077,-9.71897e-16,-0.00271636,1,0.408246
28,0.00451,-1.89031e-19,-3.74913e-16,-0.000872368,-9.78261e-16,-0.00274229,1,0.398787
28,0.00452,-1.8954e-19,-3.76908e-16,-0.000845894,-9.84672e-16,-0.00276732,1,0.389328
28,0.00453,-1.9005e-19,-3.78903e-16,-0.000818656,-9.91118e-16,-0.00279145,1,0.379869
28,0.00454,-2.8584e-19,-3.80911e-16,-0.000790655,-9.97679e-16,-0.00281469,1,0.37041
28,0.00455,-1.9107e-19,-3.82861e-16,-0.000761889,-1.00415e-15,-0.00283702,1,0.360951
28,0.00456,-3.83159e-19,-3.84859e-16,-0.000732358,-1.01086e-15,-0.00285845,1,0.351492
28,0.00457,-3.84178e-19,-3.86822e-16,-0.000702064,-1.01749e-15,-0.00287898,1,0.342033
28,0.00458,-1.92599e-19,-3.88717e-16,-0.000671006,-1.02403e-15,-0.00289861,1,0.332574
28,0.00459,-9.65543e-20,-3.90631e-16,-0.000639183,-1.03067e-15,-0.00291734,1,0.323115
28,0.0046,-9.68092e-20,-3.92545e-16,-0.000606597,-1.03743e-15,-0.00293517,1,0.313656
28,0.00461,-9.7064e-20,-3.94472e-16,-0.000573246,-1.04423e-15,-0.00295211,1,0.304197
28,0.00462,-2.91957e-19,-3.9639e-16,-0.000539131,-1.05121e-15,-0.00296814,1,0.294738
28,0.00463,-1.95148e-19,-3.98273e-16,-0.000504252,-1.05802e-15,-0.00298327,1,0.28528
28,0.00464,-1.95657e-19,-4.0015e-16,-0.000468608,-1.06495e-15,-0.00299751,1,0.275821
28,0.00465,-1.96167e-19,-4.0202e-16,-0.000432201,-1.07192e-15,-0.00301084,1,0.266362
28,0.00466,-1.96677e-19,-4.03876e-16,-0.00039503,-1.07894e-15,-0.00302327,1,0.256903
28,0.00467,-1.97187e-19,-4.05727e-16,-0.000357094,-1.086e-15,-0.00303481,1,0.247444
28,0.00468,-3.95393e-19,-4.07594e-16,-0.000318394,-1.09323e-15,-0.00304544,1,0.237985
28,0.00469,-1.98206e-19,-4.09401e-16,-0.00027893,-1.10024e-15,-0.00305518,1,0.228526
28,0.0047,-1.98716e-19,-4.11218e-16,-0.000238702,-1.10743e-15,-0.00306401,1,0.219067
28,0.00471,-3.98451e-19,-4.13048e-16,-0.00019771,-1.1148e-15,-0.00307195,1,0.209608
28,0.00472,-1.99735e-19,-4.14831e-16,-0.000155953,-1.12194e-15,-0.00307898,1,0.200149
28,0.00473,-2.00245e-19,-4.1662e-16,-0.000113433,-1.12925e-15,-0.00308512,1,0.19069
28,0.00474,-2.00755e-19,-4.18394e-16,-7.01484e-05,-1.13662e-15,-0.00309035,1,0.181231
28,0.00475,-2.01265e-19,-4.20163e-16,-2.60996e-05,-1.14402e-15,-0.00309469,1,0.171772
28,0.00476,-2.01774e-19,-4.21927e-16,1.87133e-05,-1.15147e-15,-0.00309813,1,0.162313
28,0.00477,-4.04568e-19,-4.2367e-16,6.42904e-05,-1.15909e-15,-0.00310066,1,0.152854
28,0.00478,-2.02794e-19,-4.25411e-16,0.000110632,-1.16649e-15,-0.0031023,1,0.143395
28,0.00479,-2.03304e-19,-4.27149e-16,0.000157737,-1.17406e-15,-0.00310304,1,0.133936
28,0.0048,-2.03813e-19,-4.28858e-16,0.000205606,-1.18169e-15,-0.00310288,1,0.124477
28,0.00481,-2.04323e-19,-4.3057e-16,0.00025424,-1.18935e-15,-0.00310181,1,0.115018
28,0.00482,-4.09666e-19,-4.32267e-16,0.000303638,-1.1972e-15,-0.00309985,1,0.105559
28,0.00483,-2.05343e-19,-4.3395e-16,0.0003538,-1.20481e-15,-0.00309699,1,0.0961004
28,0.00484,-2.05852e-19,-4.35637e-16,0.000404726,-1.21261e-15,-0.00309323,1,0.0866414
28,0.00485,-2.06362e-19,-4.37301e-16,0.000456416,-1.22044e-15,-0.00308857,1,0.0771825
28,0.00486,-2.06872e-19,-4.38956e-16,0.00050887,-1.22832e-15,-0.00308301,1,0.0677235
28,0.00487,-2.07382e-19,-4.40612e-16,0.000562089,-1.23624e-15,-0.00307655,1,0.0582646
28,0.00488,-2.07891e-19,-4.4224e-16,0.000616071,-1.24421e-15,-0.00306918,1,0.0488056
28,0.00489,-4.16802e-19,-4.43863e-16,0.000670818,-1.25236e-15,-0.00306092,1,0.0393466
28,0.0049,-2.08911e-19,-4.45487e-16,0.000726329,-1.26027e-15,-0.00305177,1,0.0298877
28,0.00491,-2.09421e-19,-4.47087e-16,0.000782604,-1.26837e-15,-0.00304171,1,0.0204287
28,0.00492,-4.19861e-19,-4.48663e-16,0.000839643,-1.27664e-15,-0.00303075,1,0.0109698
28,0.00493,-4.2088e-19,-4.50234e-16,0.000897446,-1.28482e-15,-0.00301889,1,0.00151082
28,0.00494,-2.1095e-19,-4.51853e-16,0.000956014,-1.29292e-15,-0.00300613,1,-0.00794814
28,0.00495,-2.1146e-19,-4.53426e-16,0.00101535,-1.30118e-15,-0.00299247,1,-0.0174071
28,0.00496,-2.11969e-19,-4.54975e-16,0.00107544,-1.3095e-15,-0.00297791,1,-0.026866
28,0.00497,-2.12479e-19,-4.56521e-16,0.0011363,-1.31786e-15,-0.00296245,1,-0.036325
28,0.00498,0,-4.58101e-16,0.00119793,-1.32613e-15,-0.0029461,1,-0.045784
28,0.00499,-4.26997e-19,-4.59536e-16,0.00126031,-1.33483e-15,-0.00292884,1,-0.0552429
