origElemNum,globCoord-x,globCoord-y,fluidMechStrainRate-real-xx,fluidMechStrainRate-real-yy,fluidMechStrainRate-real-xy,fluidMechStrainRate-imag-xx,fluidMechStrainRate-imag-yy,fluidMechStrainRate-imag-xy,locCoord-xi,locCoord-eta
72,0.00844,3.72635e-19,2.81161e-12,0.0585235,260.982,2.0603e-11,-4.26977,-802.344,1,-0.507818
72,0.00845,3.73077e-19,2.6605e-12,0.102612,273.06,2.08085e-11,-4.37996,-810.915,1,-0.553236
72,0.00846,3.73518e-19,2.50697e-12,0.148553,285.125,2.1013e-11,-4.49198,-819.477,1,-0.598653
72,0.00847,3.7396e-19,2.35577e-12,0.19634,297.176,2.12181e-11,-4.6058,-828.031,1,-0.644071
72,0.00848,3.74401e-19,2.20308e-12,0.245967,309.214,2.1423e-11,-4.72142,-836.576,1,-0.689489
72,0.00849,3.74843e-19,2.05188e-12,0.297426,321.239,2.16281e-11,-4.83885,-845.112,1,-0.734907
72,0.0085,3.75284e-19,1.89919e-12,0.350712,333.25,2.1833e-11,-4.95806,-853.641,1,-0.780324
72,0.00851,3.75726e-19,1.74879e-12,0.405817,345.248,2.20386e-11,-5.07906,-862.16,1,-0.825742
72,0.00852,3.76167e-19,1.5953e-12,0.462737,357.233,2.2243e-11,-5.20183,-870.672,1,-0.87116
72,0.00853,3.76609e-19,1.44336e-12,0.521463,369.204,2.2448e-11,-5.32638,-879.174,1,-0.916578
72,0.00854,3.7705e-19,1.29216e-12,0.581991,381.163,2.26531e-11,-5.45269,-887.669,1,-0.961995
68,0.00855,5.66238e-18,-8.38362e-12,0.582139,427.004,4.54532e-11,-5.576,-899.054,1,0.987027
68,0.00856,6.04694e-18,-9.97326e-12,0.628515,452.097,4.60179e-11,-5.72044,-901.944,1,0.907546
68,0.00857,6.054e-18,-1.15447e-11,0.680168,477.162,4.65445e-11,-5.86737,-904.833,1,0.828065
68,0.00858,6.06106e-18,-1.31161e-11,0.73708,502.199,4.70711e-11,-6.01677,-907.721,1,0.748584
68,0.00859,6.06813e-18,-1.46875e-11,0.799232,527.209,4.75977e-11,-6.16865,-910.606,1,0.669103
68,0.0086,6.07519e-18,-1.62589e-11,0.866605,552.192,4.81243e-11,-6.32299,-913.49,1,0.589622
68,0.00861,6.08226e-18,-1.78303e-11,0.939183,577.148,4.86509e-11,-6.47979,-916.373,1,0.51014
68,0.00862,6.08932e-18,-1.94016e-11,1.01695,602.076,4.91775e-11,-6.63903,-919.254,1,0.430659
68,0.00863,5.71536e-18,-2.09463e-11,1.09988,626.978,4.9665e-11,-6.80071,-922.133,1,0.351178
68,0.00864,5.72198e-18,-2.25181e-11,1.18796,651.852,5.01904e-11,-6.96481,-925.011,1,0.271697
68,0.00865,5.72861e-18,-2.40868e-11,1.28117,676.699,5.0718e-11,-7.13134,-927.887,1,0.192216
68,0.00866,5.73523e-18,-2.5657e-11,1.37949,701.52,5.12445e-11,-7.30028,-930.761,1,0.112735
68,0.00867,5.74185e-18,-2.72287e-11,1.48291,726.314,5.17699e-11,-7.47162,-933.634,1,0.033254
68,0.00868,5.74847e-18,-2.87973e-11,1.59141,751.082,5.22974e-11,-7.64535,-936.506,1,-0.0462271
68,0.00869,5.7551e-18,-3.03675e-11,1.70497,775.823,5.28239e-11,-7.82148,-939.376,1,-0.125708
68,0.0087,5.76172e-18,-3.19376e-11,1.82358,800.537,5.33503e-11,-7.99998,-942.244,1,-0.205189
68,0.00871,5.76834e-18,-3.35078e-11,1.94721,825.226,5.38768e-11,-8.18085,-945.111,1,-0.28467
68,0.00872,5.77497e-18,-3.50779e-11,2.07585,849.888,5.44033e-11,-8.36408,-947.976,1,-0.364151
68,0.00873,5.78159e-18,-3.6648e-11,2.20948,874.524,5.49297e-11,-8.54967,-950.84,1,-0.443632
68,0.00874,5.78821e-18,-3.82181e-11,2.34809,899.134,5.54562e-11,-8.7376,-953.702,1,-0.523114
68,0.00875,5.79483e-18,-3.97881e-11,2.49165,923.718,5.59827e-11,-8.92788,-956.563,1,-0.602595
68,0.00876,5.80146e-18,-4.13582e-11,2.64016,948.276,5.65091e-11,-9.12048,-959.422,1,-0.682076
68,0.00877,6.19528e-18,-4.29695e-11,2.79358,972.808,5.70763e-11,-9.3154,-962.28,1,-0.761557
68,0.00878,5.8147e-18,-4.44982e-11,2.95192,997.315,5.7562e-11,-9.51264,-965.136,1,-0.841038
68,0.00879,5.82132e-18,-4.60682e-11,3.11514,1021.8,5.80885e-11,-9.71218,-967.991,1,-0.920519
68,0.0088,0,-4.69709e-11,3.28324,1046.25,5.79976e-11,-9.91402,-970.844,1,-1
