origElemNum,globCoord-x,globCoord-y,fluidMechStrainRate-real-xx,fluidMechStrainRate-real-yy,fluidMechStrainRate-real-xy,fluidMechStrainRate-imag-xx,fluidMechStrainRate-imag-yy,fluidMechStrainRate-imag-xy,locCoord-xi,locCoord-eta
80,0.00615,2.71529e-19,6.19757e-14,-0.0224651,9.2028,-2.28482e-12,0.00810514,45.5262,1,0.76093
80,0.00616,2.71971e-19,9.27687e-14,-0.0197758,7.81951,-2.27774e-12,0.00867104,45.2202,1,0.7461
80,0.00617,2.72412e-19,1.23495e-13,-0.0171486,6.43847,-2.27058e-12,0.00917665,44.9148,1,0.73127
80,0.00618,2.72854e-19,1.54154e-13,-0.0145832,5.05967,-2.26335e-12,0.00962225,44.6099,1,0.716439
80,0.00619,2.73295e-19,1.8488e-13,-0.0120794,3.68312,-2.25619e-12,0.0100082,44.3057,1,0.701609
80,0.0062,2.73737e-19,2.15672e-13,-0.00963681,2.30878,-2.24911e-12,0.0103346,44.0021,1,0.686779
80,0.00621,5.48357e-19,2.46269e-13,-0.00725516,0.93666,-2.24386e-12,0.010602,43.6991,1,0.671949
80,0.00622,2.7462e-19,2.77056e-13,-0.00493414,-0.433259,-2.23471e-12,0.0108105,43.3966,1,0.657118
80,0.00623,5.50123e-19,3.07845e-13,-0.00267346,-1.80098,-2.22952e-12,0.0109604,43.0948,1,0.642288
80,0.00624,2.75503e-19,3.38574e-13,-0.000472851,-3.16653,-2.22047e-12,0.0110521,42.7935,1,0.627458
80,0.00625,5.51889e-19,3.6942e-13,0.00166799,-4.5299,-2.21518e-12,0.0110857,42.4928,1,0.612627
80,0.00626,5.52772e-19,4.00207e-13,0.00374935,-5.89112,-2.20801e-12,0.0110617,42.1927,1,0.597797
80,0.00627,5.53655e-19,4.30994e-13,0.00577151,-7.25018,-2.20084e-12,0.0109802,41.8932,1,0.582967
80,0.00628,5.54538e-19,4.61781e-13,0.00773476,-8.6071,-2.19367e-12,0.0108415,41.5942,1,0.568137
80,0.00629,5.55421e-19,4.92567e-13,0.00963937,-9.96189,-2.18649e-12,0.0106459,41.2958,1,0.553306
80,0.0063,5.56304e-19,5.23354e-13,0.0114856,-11.3146,-2.17932e-12,0.0103937,40.998,1,0.538476
80,0.00631,5.57187e-19,5.5414e-13,0.0132738,-12.6651,-2.17215e-12,0.0100851,40.7007,1,0.523646
80,0.00632,2.79035e-19,5.84307e-13,0.0150042,-14.0136,-2.16313e-12,0.00972043,40.404,1,0.508815
80,0.00633,2.79477e-19,6.15031e-13,0.016677,-15.36,-2.15597e-12,0.00929994,40.1078,1,0.493985
80,0.00634,2.79918e-19,6.45702e-13,0.0182926,-16.7043,-2.14881e-12,0.00882388,39.8122,1,0.479155
80,0.00635,2.8036e-19,6.76547e-13,0.0198512,-18.0465,-2.14173e-12,0.00829252,39.5172,1,0.464325
80,0.00636,2.80801e-19,7.07204e-13,0.0213531,-19.3866,-2.1345e-12,0.00770612,39.2227,1,0.449494
80,0.00637,2.81243e-19,7.37928e-13,0.0227985,-20.7248,-2.12734e-12,0.00706494,38.9288,1,0.434664
80,0.00638,5.63368e-19,7.69638e-13,0.0241878,-22.0608,-2.12196e-12,0.00636924,38.6354,1,0.419834
80,0.00639,2.82126e-19,7.99443e-13,0.0255211,-23.3949,-2.1131e-12,0.00561927,38.3425,1,0.405003
80,0.0064,5.65134e-19,8.31207e-13,0.0267988,-24.7269,-2.10762e-12,0.00481529,38.0502,1,0.390173
80,0.00641,2.83009e-19,8.60824e-13,0.0280211,-26.0569,-2.09871e-12,0.00395755,37.7584,1,0.375343
80,0.00642,5.669e-19,8.92776e-13,0.0291882,-27.3849,-2.09328e-12,0.00304631,37.4672,1,0.360512
80,0.00643,2.83892e-19,9.22338e-13,0.0303005,-28.7109,-2.08447e-12,0.0020818,37.1765,1,0.345682
80,0.00644,5.68666e-19,9.54344e-13,0.0313581,-30.0349,-2.07894e-12,0.00106428,36.8863,1,0.330852
80,0.00645,5.69549e-19,9.85127e-13,0.0323613,-31.357,-2.07177e-12,-5.99556e-06,36.5966,1,0.316022
80,0.00646,5.70432e-19,1.01591e-12,0.0333105,-32.6771,-2.0646e-12,-0.00112879,36.3075,1,0.301191
80,0.00647,5.71315e-19,1.04669e-12,0.0342057,-33.9952,-2.05743e-12,-0.00230387,36.0189,1,0.286361
80,0.00648,5.72198e-19,1.07748e-12,0.0350474,-35.3114,-2.05026e-12,-0.00353098,35.7308,1,0.271531
80,0.00649,2.86541e-19,1.10668e-12,0.0358357,-36.6256,-2.04153e-12,-0.00480988,35.4432,1,0.2567
80,0.0065,5.73964e-19,1.13904e-12,0.0365708,-37.9379,-2.03592e-12,-0.00614033,35.1562,1,0.24187
80,0.00651,2.87424e-19,1.16806e-12,0.0372531,-39.2483,-2.02714e-12,-0.0075221,34.8697,1,0.22704
80,0.00652,2.87865e-19,1.19878e-12,0.0378827,-40.5568,-2.01998e-12,-0.00895495,34.5836,1,0.21221
80,0.00653,2.88307e-19,1.22949e-12,0.03846,-41.8634,-2.01281e-12,-0.0104386,34.2981,1,0.197379
80,0.00654,2.88748e-19,1.26029e-12,0.038985,-43.1681,-2.00574e-12,-0.011973,34.0131,1,0.182549
80,0.00655,2.8919e-19,1.29095e-12,0.0394582,-44.4709,-1.99851e-12,-0.0135576,33.7286,1,0.167719
80,0.00656,2.89631e-19,1.32167e-12,0.0398797,-45.7718,-1.99135e-12,-0.0151925,33.4446,1,0.152888
80,0.00657,2.90073e-19,1.35246e-12,0.0402497,-47.0708,-1.98427e-12,-0.0168772,33.1611,1,0.138058
80,0.00658,2.90514e-19,1.38318e-12,0.0405686,-48.368,-1.9771e-12,-0.0186117,32.8781,1,0.123228
80,0.00659,5.81912e-19,1.41608e-12,0.0408364,-49.6634,-1.97139e-12,-0.0203956,32.5956,1,0.108398
80,0.0066,2.91397e-19,1.44456e-12,0.0410536,-50.9568,-1.96272e-12,-0.0222288,32.3135,1,0.0935673
80,0.00661,5.83678e-19,1.47764e-12,0.0412202,-52.2485,-1.95705e-12,-0.024111,32.032,1,0.078737
80,0.00662,2.9228e-19,1.50607e-12,0.0413365,-53.5383,-1.94848e-12,-0.0260419,31.751,1,0.0639067
80,0.00663,5.85444e-19,1.5392e-12,0.0414027,-54.8264,-1.94271e-12,-0.0280215,31.4704,1,0.0490764
80,0.00664,5.86327e-19,1.56999e-12,0.0414192,-56.1126,-1.93554e-12,-0.0300494,31.1903,1,0.0342461
80,0.00665,5.8721e-19,1.60077e-12,0.041386,-57.397,-1.92837e-12,-0.0321254,30.9107,1,0.0194159
80,0.00666,2.94046e-19,1.62889e-12,0.0413035,-58.6796,-1.91977e-12,-0.0342494,30.6316,1,0.00458557
80,0.00667,5.88976e-19,1.66233e-12,0.0411717,-59.9604,-1.91404e-12,-0.0364211,30.353,1,-0.0102447
80,0.00668,2.94929e-19,1.6904e-12,0.0409911,-61.2394,-1.90554e-12,-0.0386403,30.0748,1,-0.025075
80,0.00669,5.90742e-19,1.72389e-12,0.0407617,-62.5167,-1.8997e-12,-0.0409067,29.7971,1,-0.0399053
80,0.0067,2.95812e-19,1.75178e-12,0.0404838,-63.7922,-1.89115e-12,-0.0432202,29.5199,1,-0.0547356
80,0.00671,2.96254e-19,1.78252e-12,0.0401577,-65.066,-1.88398e-12,-0.0455806,29.2432,1,-0.0695659
80,0.00672,2.96695e-19,1.81324e-12,0.0397835,-66.338,-1.87682e-12,-0.0479876,28.9669,1,-0.0843962
80,0.00673,2.97137e-19,1.84401e-12,0.0393614,-67.6083,-1.86975e-12,-0.0504411,28.6911,1,-0.0992265
80,0.00674,2.97578e-19,1.87466e-12,0.0388916,-68.8768,-1.86252e-12,-0.0529407,28.4157,1,-0.114057
80,0.00675,2.9802e-19,1.90541e-12,0.0383745,-70.1436,-1.85535e-12,-0.0554865,28.1408,1,-0.128887
80,0.00676,2.98462e-19,1.93617e-12,0.0378101,-71.4088,-1.84828e-12,-0.058078,27.8664,1,-0.143717
80,0.00677,2.98903e-19,1.96682e-12,0.0371987,-72.6722,-1.84105e-12,-0.0607152,27.5924,1,-0.158548
80,0.00678,5.98689e-19,2.0009e-12,0.0365405,-73.9339,-1.83518e-12,-0.0633977,27.3189,1,-0.173378
80,0.00679,2.99786e-19,2.02831e-12,0.0358358,-75.1939,-1.82672e-12,-0.0661255,27.0458,1,-0.188208
80,0.0068,6.00455e-19,2.06245e-12,0.0350846,-76.4522,-1.82084e-12,-0.0688983,26.7732,1,-0.203038
80,0.00681,3.00669e-19,2.08971e-12,0.0342872,-77.7088,-1.81242e-12,-0.071716,26.501,1,-0.217869
80,0.00682,6.02221e-19,2.12401e-12,0.0334439,-78.9638,-1.8065e-12,-0.0745782,26.2293,1,-0.232699
80,0.00683,3.01552e-19,2.1512e-12,0.0325548,-80.2171,-1.7981e-12,-0.0774849,25.958,1,-0.247529
80,0.00684,6.03987e-19,2.18556e-12,0.0316201,-81.4688,-1.79217e-12,-0.0804358,25.6871,1,-0.26236
80,0.00685,3.02435e-19,2.21259e-12,0.03064,-82.7188,-1.78379e-12,-0.0834308,25.4167,1,-0.27719
80,0.00686,6.05753e-19,2.24712e-12,0.0296147,-83.9671,-1.77783e-12,-0.0864696,25.1468,1,-0.29202
80,0.00687,3.03318e-19,2.2741e-12,0.0285445,-85.2139,-1.76955e-12,-0.089552,24.8772,1,-0.30685
80,0.00688,6.07519e-19,2.30867e-12,0.0274294,-86.459,-1.76349e-12,-0.0926779,24.6081,1,-0.321681
80,0.00689,3.04201e-19,2.33547e-12,0.0262698,-87.7025,-1.75516e-12,-0.0958471,24.3395,1,-0.336511
80,0.0069,3.04643e-19,2.36625e-12,0.0250658,-88.9443,-1.748e-12,-0.0990594,24.0712,1,-0.351341
80,0.00691,3.05084e-19,2.39697e-12,0.0238175,-90.1846,-1.74084e-12,-0.102315,23.8034,1,-0.366172
80,0.00692,3.05526e-19,2.42769e-12,0.0225253,-91.4233,-1.73377e-12,-0.105612,23.5361,1,-0.381002
80,0.00693,3.05967e-19,2.45835e-12,0.0211892,-92.6603,-1.72654e-12,-0.108953,23.2691,1,-0.395832
80,0.00694,3.06409e-19,2.48913e-12,0.0198095,-93.8958,-1.71946e-12,-0.112336,23.0026,1,-0.410663
80,0.00695,3.0685e-19,2.51985e-12,0.0183863,-95.1297,-1.7123e-12,-0.115761,22.7365,1,-0.425493
80,0.00696,3.07292e-19,2.55051e-12,0.0169199,-96.3621,-1.70507e-12,-0.119227,22.4708,1,-0.440323
80,0.00697,6.15466e-19,2.58566e-12,0.0154104,-97.5929,-1.69898e-12,-0.122736,22.2055,1,-0.455153
80,0.00698,3.08175e-19,2.61202e-12,0.0138581,-98.8221,-1.69075e-12,-0.126286,21.9407,1,-0.469984
80,0.00699,6.17233e-19,2.64721e-12,0.012263,-100.05,-1.68465e-12,-0.129878,21.6763,1,-0.484814
80,0.007,6.18116e-19,2.67798e-12,0.0106254,-101.276,-1.67748e-12,-0.133511,21.4122,1,-0.499644
80,0.00701,6.18999e-19,2.70876e-12,0.00894543,-102.5,-1.67031e-12,-0.137185,21.1486,1,-0.514475
80,0.00702,6.19882e-19,2.73953e-12,0.00722332,-103.723,-1.66314e-12,-0.1409,20.8854,1,-0.529305
80,0.00703,6.20765e-19,2.77031e-12,0.00545925,-104.945,-1.65598e-12,-0.144656,20.6226,1,-0.544135
80,0.00704,3.10824e-19,2.79626e-12,0.00365337,-106.165,-1.64781e-12,-0.148452,20.3602,1,-0.558965
80,0.00705,6.22531e-19,2.83186e-12,0.00180587,-107.384,-1.64164e-12,-0.152289,20.0983,1,-0.573796
80,0.00706,3.11707e-19,2.85779e-12,-8.30738e-05,-108.601,-1.63349e-12,-0.156166,19.8367,1,-0.588626
80,0.00707,6.24297e-19,2.89341e-12,-0.00201329,-109.816,-1.6273e-12,-0.160083,19.5755,1,-0.603456
80,0.00708,3.1259e-19,2.91913e-12,-0.00398459,-111.03,-1.61919e-12,-0.16404,19.3147,1,-0.618287
80,0.00709,3.13031e-19,2.94985e-12,-0.00599682,-112.243,-1.61203e-12,-0.168036,19.0543,1,-0.633117
80,0.0071,3.13473e-19,2.98068e-12,-0.00804979,-113.454,-1.60487e-12,-0.172073,18.7943,1,-0.647947
80,0.00711,3.13914e-19,3.01129e-12,-0.0101433,-114.663,-1.59772e-12,-0.176148,18.5347,1,-0.662777
80,0.00712,3.14356e-19,3.04212e-12,-0.0122773,-115.871,-1.59056e-12,-0.180263,18.2755,1,-0.677608
80,0.00713,3.14797e-19,3.07284e-12,-0.0144515,-117.078,-1.5834e-12,-0.184416,18.0167,1,-0.692438
80,0.00714,3.15239e-19,3.10344e-12,-0.0166657,-118.283,-1.57625e-12,-0.188609,17.7583,1,-0.707268
80,0.00715,3.1568e-19,3.13416e-12,-0.0189199,-119.487,-1.56909e-12,-0.19284,17.5002,1,-0.722099
80,0.00716,6.32244e-19,3.17037e-12,-0.0212138,-120.689,-1.5628e-12,-0.19711,17.2426,1,-0.736929
80,0.00717,6.33127e-19,3.20114e-12,-0.0235472,-121.89,-1.55563e-12,-0.201419,16.9853,1,-0.751759
80,0.00718,6.3401e-19,3.23191e-12,-0.02592,-123.089,-1.54846e-12,-0.205765,16.7284,1,-0.766589
80,0.00719,6.34893e-19,3.26269e-12,-0.0283321,-124.287,-1.5413e-12,-0.21015,16.4719,1,-0.78142
80,0.0072,6.35776e-19,3.29346e-12,-0.0307833,-125.484,-1.53413e-12,-0.214572,16.2158,1,-0.79625
80,0.00721,6.36659e-19,3.32423e-12,-0.0332733,-126.679,-1.52696e-12,-0.219032,15.9601,1,-0.81108
80,0.00722,6.37542e-19,3.355e-12,-0.0358021,-127.873,-1.5198e-12,-0.22353,15.7047,1,-0.825911
80,0.00723,6.38425e-19,3.38578e-12,-0.0383695,-129.065,-1.51263e-12,-0.228066,15.4497,1,-0.840741
80,0.00724,6.39308e-19,3.41655e-12,-0.0409753,-130.256,-1.50546e-12,-0.232638,15.1951,1,-0.855571
80,0.00725,6.40191e-19,3.44732e-12,-0.0436194,-131.446,-1.49829e-12,-0.237248,14.9408,1,-0.870401
80,0.00726,6.41074e-19,3.47809e-12,-0.0463016,-132.634,-1.49113e-12,-0.241895,14.6869,1,-0.885232
80,0.00727,6.41957e-19,3.50886e-12,-0.0490217,-133.821,-1.48396e-12,-0.246578,14.4334,1,-0.900062
80,0.00728,6.4284e-19,3.53964e-12,-0.0517796,-135.006,-1.47679e-12,-0.251298,14.1803,1,-0.914892
80,0.00729,3.21862e-19,3.56421e-12,-0.0545752,-136.19,-1.46891e-12,-0.256055,13.9275,1,-0.929723
80,0.0073,6.44606e-19,3.60118e-12,-0.0574083,-137.373,-1.46246e-12,-0.260848,13.675,1,-0.944553
80,0.00731,3.22745e-19,3.62565e-12,-0.0602786,-138.554,-1.4546e-12,-0.265677,13.423,1,-0.959383
80,0.00732,3.23186e-19,3.65651e-12,-0.0631862,-139.734,-1.44743e-12,-0.270543,13.1713,1,-0.974213
80,0.00733,3.23628e-19,3.68715e-12,-0.0661308,-140.913,-1.44036e-12,-0.275444,12.92,1,-0.989044
76,0.00734,0,5.66851e-12,0.0428201,-203.138,-1.46732e-12,-0.263642,4.10524,1,0.99322
76,0.00735,-3.24511e-19,5.68674e-12,0.0312232,-202.543,-1.29996e-12,-0.254404,-2.33854,1,0.967267
76,0.00736,-3.24952e-19,5.71394e-12,0.0198393,-201.948,-1.13287e-12,-0.246005,-8.77374,1,0.941314
76,0.00737,0,5.74965e-12,0.00866763,-201.355,-9.64935e-13,-0.238441,-15.2004,1,0.915361
76,0.00738,0,5.77696e-12,-0.00229268,-200.763,-7.97575e-13,-0.231708,-21.6185,1,0.889408
76,0.00739,-3.26277e-19,5.79536e-12,-0.0130425,-200.172,-6.31401e-13,-0.225804,-28.0281,1,0.863455
76,0.0074,0,5.83119e-12,-0.0235827,-199.582,-4.62704e-13,-0.220725,-34.4293,1,0.837502
76,0.00741,0,5.85831e-12,-0.0339141,-198.993,-2.95269e-13,-0.216468,-40.8221,1,0.811549
76,0.00742,0,5.88542e-12,-0.0440376,-198.406,-1.27834e-13,-0.213029,-47.2064,1,0.785596
76,0.00743,0,5.91253e-12,-0.0539539,-197.819,3.96018e-14,-0.210405,-53.5825,1,0.759643
76,0.00744,0,5.93965e-12,-0.063664,-197.234,2.07037e-13,-0.208592,-59.9502,1,0.73369
76,0.00745,0,5.96676e-12,-0.0731687,-196.649,3.74473e-13,-0.207588,-66.3096,1,0.707737
76,0.00746,-3.29367e-19,5.98527e-12,-0.0824687,-196.066,5.38779e-13,-0.20739,-72.6608,1,0.681784
76,0.00747,0,6.02099e-12,-0.0915649,-195.484,7.09343e-13,-0.207993,-79.0038,1,0.655831
76,0.00748,0,6.04811e-12,-0.100458,-194.903,8.76779e-13,-0.209395,-85.3385,1,0.629878
76,0.00749,0,6.07522e-12,-0.109149,-194.323,1.04421e-12,-0.211592,-91.6652,1,0.603925
76,0.0075,-3.31133e-19,6.09377e-12,-0.117639,-193.744,1.20749e-12,-0.214582,-97.9837,1,0.577972
76,0.00751,0,6.12945e-12,-0.125928,-193.166,1.37908e-12,-0.218361,-104.294,1,0.552019
76,0.00752,0,6.15656e-12,-0.134018,-192.59,1.54652e-12,-0.222927,-110.596,1,0.526066
76,0.00753,0,6.18347e-12,-0.141908,-192.014,1.71399e-12,-0.228275,-116.891,1,0.500113
76,0.00754,0,6.21079e-12,-0.149601,-191.44,1.88139e-12,-0.234403,-123.177,1,0.47416
76,0.00755,0,6.23796e-12,-0.157096,-190.866,2.04876e-12,-0.241307,-129.456,1,0.448207
76,0.00756,0,6.26481e-12,-0.164394,-190.294,2.21629e-12,-0.248986,-135.726,1,0.422254
76,0.00757,0,6.29193e-12,-0.171497,-189.722,2.38372e-12,-0.257434,-141.989,1,0.396301
76,0.00758,0,6.31931e-12,-0.178404,-189.152,2.55107e-12,-0.266651,-148.243,1,0.370348
76,0.00759,-3.35107e-19,6.33808e-12,-0.185117,-188.583,2.7119e-12,-0.276632,-154.49,1,0.344395
76,0.0076,0,6.37327e-12,-0.191637,-188.015,2.88602e-12,-0.287374,-160.729,1,0.318442
76,0.00761,-3.3599e-19,6.39235e-12,-0.197964,-187.447,3.04623e-12,-0.298875,-166.961,1,0.292489
76,0.00762,0,6.42771e-12,-0.204099,-186.881,3.22087e-12,-0.311131,-173.184,1,0.266536
76,0.00763,-3.36873e-19,6.44669e-12,-0.210043,-186.316,3.38049e-12,-0.32414,-179.4,1,0.240583
76,0.00764,-3.37314e-19,6.47377e-12,-0.215797,-185.752,3.54773e-12,-0.337898,-185.608,1,0.21463
76,0.00765,-3.37756e-19,6.50106e-12,-0.22136,-185.189,3.71496e-12,-0.352403,-191.809,1,0.188677
76,0.00766,0,6.53616e-12,-0.226735,-184.627,3.89062e-12,-0.367651,-198.002,1,0.162724
76,0.00767,0,6.56328e-12,-0.231921,-184.066,4.05805e-12,-0.383641,-204.187,1,0.136771
76,0.00768,-3.39081e-19,6.58247e-12,-0.23692,-183.506,4.21647e-12,-0.400368,-210.365,1,0.110818
76,0.00769,0,6.61751e-12,-0.241732,-182.947,4.39292e-12,-0.41783,-216.535,1,0.0848652
76,0.0077,-3.39964e-19,6.63675e-12,-0.246359,-182.389,4.55081e-12,-0.436025,-222.698,1,0.0589122
76,0.00771,0,6.67173e-12,-0.250799,-181.832,4.72779e-12,-0.454948,-228.853,1,0.0329592
76,0.00772,0,6.69885e-12,-0.255056,-181.276,4.89523e-12,-0.474598,-235.001,1,0.0070062
76,0.00773,0,6.72596e-12,-0.259128,-180.721,5.06266e-12,-0.494972,-241.141,1,-0.0189468
76,0.00774,0,6.75308e-12,-0.263017,-180.167,5.2301e-12,-0.516067,-247.274,1,-0.0448998
76,0.00775,0,6.77998e-12,-0.266724,-179.613,5.39751e-12,-0.537879,-253.4,1,-0.0708528
76,0.00776,-3.42613e-19,6.79942e-12,-0.270249,-179.061,5.55375e-12,-0.560407,-259.518,1,-0.0968058
76,0.00777,0,6.83442e-12,-0.273592,-178.51,5.7324e-12,-0.583648,-265.629,1,-0.122759
76,0.00778,3.43496e-19,6.86949e-12,-0.276756,-177.96,5.91145e-12,-0.607598,-271.733,1,-0.148712
76,0.00779,-3.43937e-19,6.88083e-12,-0.27974,-177.411,6.05527e-12,-0.632255,-277.83,1,-0.174665
76,0.0078,0,6.91555e-12,-0.282545,-176.863,6.23467e-12,-0.657617,-283.919,1,-0.200618
76,0.00781,0,6.94294e-12,-0.285171,-176.315,6.40208e-12,-0.68368,-290.001,1,-0.226571
76,0.00782,0,6.97005e-12,-0.28762,-175.769,6.56952e-12,-0.710442,-296.076,1,-0.252524
76,0.00783,0,6.99711e-12,-0.289892,-175.224,6.73702e-12,-0.7379,-302.144,1,-0.278477
76,0.00784,0,7.02428e-12,-0.291988,-174.679,6.90439e-12,-0.766052,-308.205,1,-0.30443
76,0.00785,0,7.05139e-12,-0.293908,-174.136,7.07182e-12,-0.794895,-314.258,1,-0.330383
76,0.00786,0,7.07851e-12,-0.295654,-173.593,7.23926e-12,-0.824426,-320.305,1,-0.356336
76,0.00787,0,7.10562e-12,-0.297225,-173.052,7.40669e-12,-0.854643,-326.344,1,-0.382289
76,0.00788,0,7.13268e-12,-0.298622,-172.511,7.57419e-12,-0.885542,-332.377,1,-0.408242
76,0.00789,0,7.15985e-12,-0.299847,-171.971,7.74156e-12,-0.917122,-338.403,1,-0.434195
76,0.0079,-3.48794e-19,7.17912e-12,-0.300899,-171.433,7.89411e-12,-0.949381,-344.421,1,-0.460148
76,0.00791,0,7.21402e-12,-0.30178,-170.895,8.0765e-12,-0.982314,-350.433,1,-0.486101
76,0.00792,0,7.24114e-12,-0.30249,-170.358,8.24394e-12,-1.01592,-356.438,1,-0.512054
76,0.00793,0,7.26825e-12,-0.303029,-169.822,8.41137e-12,-1.0502,-362.436,1,-0.538007
76,0.00794,-3.5056e-19,7.28773e-12,-0.303399,-169.287,8.56274e-12,-1.08514,-368.427,1,-0.56396
76,0.00795,0,7.32248e-12,-0.3036,-168.753,8.74624e-12,-1.12075,-374.411,1,-0.589913
76,0.00796,0,7.34959e-12,-0.303632,-168.219,8.91368e-12,-1.15702,-380.389,1,-0.615866
76,0.00797,-3.51884e-19,7.36914e-12,-0.303497,-167.687,9.06426e-12,-1.19395,-386.36,1,-0.641819
76,0.00798,0,7.40382e-12,-0.303195,-167.155,9.24855e-12,-1.23154,-392.324,1,-0.667772
76,0.00799,-3.52767e-19,7.42335e-12,-0.302726,-166.625,9.39867e-12,-1.26979,-398.281,1,-0.693725
76,0.008,0,7.45805e-12,-0.302091,-166.095,9.58342e-12,-1.30868,-404.232,1,-0.719678
76,0.00801,-3.5365e-19,7.47763e-12,-0.301291,-165.566,9.73303e-12,-1.34823,-410.176,1,-0.745631
76,0.00802,0,7.51228e-12,-0.300326,-165.038,9.91829e-12,-1.38843,-416.113,1,-0.771584
76,0.00803,0,7.53939e-12,-0.299198,-164.511,1.00857e-11,-1.42927,-422.044,1,-0.797537
76,0.00804,0,7.56628e-12,-0.297906,-163.985,1.02531e-11,-1.47075,-427.968,1,-0.82349
76,0.00805,-3.55416e-19,7.58617e-12,-0.296451,-163.46,1.04017e-11,-1.51288,-433.885,1,-0.849443
76,0.00806,-3.55858e-19,7.61336e-12,-0.294834,-162.936,1.05688e-11,-1.55564,-439.796,1,-0.875396
76,0.00807,0,7.64763e-12,-0.293055,-162.412,1.07554e-11,-1.59904,-445.701,1,-0.901349
76,0.00808,0,7.67496e-12,-0.291115,-161.889,1.09229e-11,-1.64307,-451.599,1,-0.927302
76,0.00809,-3.57182e-19,7.69494e-12,-0.289015,-161.368,1.10706e-11,-1.68773,-457.49,1,-0.953255
76,0.0081,0,7.72919e-12,-0.286756,-160.847,1.12578e-11,-1.73303,-463.376,1,-0.979208
72,0.00811,3.58066e-19,7.82622e-12,-0.312291,-145.519,1.38374e-11,-1.69593,-514.46,1,0.990968
72,0.00812,3.58507e-19,7.67528e-12,-0.33323,-132.966,1.40429e-11,-1.74238,-523.333,1,0.94555
72,0.00813,3.58949e-19,7.52228e-12,-0.352081,-120.428,1.42475e-11,-1.79089,-532.197,1,0.900133
72,0.00814,3.5939e-19,7.36957e-12,-0.368853,-107.906,1.44524e-11,-1.84143,-541.051,1,0.854715
72,0.00815,3.59832e-19,7.21835e-12,-0.383552,-95.3982,1.46575e-11,-1.894,-549.895,1,0.809297
72,0.00816,3.60273e-19,7.06739e-12,-0.396186,-82.9057,1.4863e-11,-1.94859,-558.73,1,0.763879
72,0.00817,3.60715e-19,6.91542e-12,-0.406764,-70.4283,1.5068e-11,-2.00521,-567.555,1,0.718462
72,0.00818,3.61156e-19,6.76245e-12,-0.415291,-57.9658,1.52726e-11,-2.06383,-576.371,1,0.673044
72,0.00819,3.61598e-19,6.60975e-12,-0.421777,-45.5182,1.54775e-11,-2.12445,-585.177,1,0.627626
72,0.0082,3.62039e-19,6.45778e-12,-0.426228,-33.0854,1.56826e-11,-2.18707,-593.974,1,0.582208
72,0.00821,3.62481e-19,6.30754e-12,-0.428652,-20.6675,1.58881e-11,-2.25167,-602.761,1,0.536791
72,0.00822,3.62922e-19,6.15558e-12,-0.429056,-8.2643,1.60932e-11,-2.31826,-611.539,1,0.491373
72,0.00823,3.63364e-19,6.0019e-12,-0.427448,4.12421,1.62976e-11,-2.38681,-620.308,1,0.445955
72,0.00824,3.63805e-19,5.84994e-12,-0.423834,16.4981,1.65026e-11,-2.45733,-629.067,1,0.400537
72,0.00825,3.64247e-19,5.69872e-12,-0.418223,28.8574,1.67077e-11,-2.52982,-637.817,1,0.35512
72,0.00826,3.64688e-19,5.54771e-12,-0.410621,41.2021,1.69132e-11,-2.60425,-646.557,1,0.309702
72,0.00827,3.6513e-19,5.3948e-12,-0.401036,53.5324,1.71178e-11,-2.68062,-655.289,1,0.264284
72,0.00828,3.65571e-19,5.24378e-12,-0.389475,65.8482,1.73233e-11,-2.75894,-664.011,1,0.218866
72,0.00829,3.66013e-19,5.09014e-12,-0.375945,78.1497,1.75277e-11,-2.83918,-672.724,1,0.173449
72,0.0083,3.66454e-19,4.93893e-12,-0.360453,90.4369,1.77328e-11,-2.92134,-681.428,1,0.128031
72,0.00831,3.66896e-19,4.7879e-12,-0.343006,102.71,1.79383e-11,-3.00543,-690.123,1,0.0826131
72,0.00832,3.67337e-19,4.63502e-12,-0.323612,114.968,1.81429e-11,-3.09142,-698.809,1,0.0371953
72,0.00833,3.67779e-19,4.48307e-12,-0.302277,127.213,1.83479e-11,-3.17931,-707.486,1,-0.00822246
72,0.00834,3.6822e-19,4.33037e-12,-0.279008,139.443,1.85528e-11,-3.2691,-716.153,1,-0.0536402
72,0.00835,3.68662e-19,4.18006e-12,-0.253812,151.66,1.87584e-11,-3.36078,-724.812,1,-0.099058
72,0.00836,3.69103e-19,4.0281e-12,-0.226697,163.862,1.89634e-11,-3.45434,-733.462,1,-0.144476
72,0.00837,3.69545e-19,3.87526e-12,-0.197668,176.05,1.91679e-11,-3.54977,-742.103,1,-0.189894
72,0.00838,3.69986e-19,3.7233e-12,-0.166734,188.225,1.93729e-11,-3.64708,-750.735,1,-0.235311
72,0.00839,3.70428e-19,3.57061e-12,-0.1339,200.385,1.95779e-11,-3.74624,-759.359,1,-0.280729
72,0.0084,3.70869e-19,3.42027e-12,-0.0991732,212.532,1.97835e-11,-3.84726,-767.973,1,-0.326147
72,0.00841,3.71311e-19,3.26831e-12,-0.062561,224.665,1.99885e-11,-3.95013,-776.579,1,-0.371565
72,0.00842,3.71752e-19,3.1155e-12,-0.0240696,236.784,2.0193e-11,-4.05484,-785.176,1,-0.416982
72,0.00843,3.72194e-19,2.96356e-12,0.0162941,248.89,2.0398e-11,-4.16139,-793.764,1,-0.4624
