# <ibz dim="2" edges="3"/>
#step	k_x	k_y	1.mode	2.mode	...
0	0	0	-9.95044e-09	-2.4141e-07	1368.25	7690.07	7691.57	7697.89	7761.2	11442.5	11726.4
1	1.5708	0	304.39	683.026	1316.63	7695.49	7710.49	7777.24	7879.83	11284.6	11647.8
2	3.14159	0	574.315	1107.23	1392.49	7705.92	7718.8	7917.01	8284.84	11131.2	11559.3
3	3.14159	1.5708	802.112	1104.59	1386.28	7727.52	7785.87	8013.28	8311.96	11308.8	11542.4
4	3.14159	3.14159	1094.65	1194.61	1490.43	7771.27	7872.81	8292.11	8444.91	11309.3	11843.2
5	1.5708	1.5708	614.15	752.904	1291.07	7705.19	7749.5	7891.14	7927.47	11351.1	11750.2
0	0	0	-9.95044e-09	-2.4141e-07	1368.25	7690.07	7691.57	7697.89	7761.2	11442.5	11726.4
