% Model:              thermoviscous.mph
% Version:            COMSOL 5.4.0.225
% Date:               Oct 28 2019, 07:52
% Dimension:          1
% Nodes:              961
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         -76.21826992040508
1.4999999999999996E-4     -85.40682892008616
3.75E-4                   -99.18966741960777
5.250000000000001E-4      -108.37822641928888
7.5E-4                    -122.16106491881047
8.999999999999999E-4      -131.34962391849155
0.0011250000000000001     -145.1324624180132
0.001275                  -154.32102141769425
0.0015                    -168.1038599172159
0.00165                   -175.31257755205291
0.0018750000000000004     -186.12565400430847
0.0020250000000000003     -193.33437163914553
0.0022500000000000003     -204.1474480914011
0.0024000000000000002     -211.35616572623806
0.0026250000000000006     -222.16924217849365
0.002775                  -229.37795981333068
0.003                     -240.19103626558618
0.00315                   -245.1014428013038
0.0033750000000000004     -252.46705260488017
0.003525000000000001      -257.3774591405977
0.00375                   -264.74306894417407
0.0039                    -269.65347547989165
0.004125                  -277.01908528346803
0.004275                  -281.92949181918556
0.0045                    -289.29510162276193
0.004649999999999999      -291.79878533032314
0.004874999999999999      -295.554310891665
0.005025                  -298.0579945992263
0.0052499999999999995     -301.8135201605682
0.0053999999999999986     -304.31720386812935
0.005624999999999999      -308.0727294294712
0.005775000000000001      -310.57641313703255
0.006                     -314.3319386983744
0.006150000000000001      -314.48579202358485
0.0063750000000000005     -314.7165720114005
0.006525                  -314.870425336611
0.00675                   -315.1012053244266
0.006899999999999999      -315.2550586496371
0.007125000000000002      -315.48583863745273
0.007274999999999999      -315.6396919626632
0.0075                    -315.8704719504789
0.007650000000000001      -313.8858285671791
0.007875000000000004      -310.90886349222933
0.008025000000000001      -308.9242201089296
0.00825                   -305.94725503397996
0.0084                    -303.9626116506802
0.008624999999999999      -300.9856465757305
0.008775                  -299.00100319243063
0.009                     -296.024038117481
0.009149999999999997      -292.23566087664705
0.009374999999999998      -286.5530950153958
0.009525                  -282.7647177745615
0.009749999999999998      -277.0821519133105
0.0099                    -273.2937746724763
0.010124999999999999      -267.6112088112251
0.010275                  -263.82283157039103
0.010499999999999999      -258.14026570913984
0.01065                   -252.97280707704527
0.010875                  -245.2216191289033
0.011025                  -240.0541604968087
0.01125                   -232.30297254866682
0.011399999999999999      -227.13551391657222
0.011624999999999998      -219.38432596843043
0.011774999999999999      -214.2168673363358
0.012                     -206.46567938819388
0.012150000000000001      -200.396502132613
0.012375                  -191.2927362492416
0.012525                  -185.22355899366073
0.012750000000000001      -176.11979311028935
0.0129                    -170.0506158547085
0.013125                  -160.94684997133726
0.013275000000000002      -154.87767271575626
0.0135                    -145.77390683238502
0.013649999999999997      -139.29606094861103
0.013874999999999998      -129.57929212294994
0.014025                  -123.10144623917583
0.014249999999999999      -113.38467741351462
0.014399999999999998      -106.9068315297408
0.014624999999999999      -97.19006270407972
0.014775000000000002      -90.71221682030561
0.015                     -80.99544799464465
0.01515                   -74.5830269215053
0.015375                  -64.96439531179648
0.015525                  -58.551974238657074
0.01575                   -48.93334262894845
0.015899999999999997      -42.52092155580928
0.016125                  -32.90228994610039
0.016275                  -26.489868872961093
0.0165                    -16.871237263252368
0.016649999999999998      -10.949285493176491
0.016875                  -2.0663578380622734
0.017025000000000002      3.855593932013585
0.01725                   12.73852158712765
0.0174                    18.6604733572036
0.017625000000000002      27.543401012317695
0.017775                  33.4653527823936
0.018                     42.348280437507704
0.01815                   47.42773100795146
0.018375                  55.04690686361726
0.018525                  60.1263574340611
0.01875                   67.74553328972685
0.0189                    72.82498386017083
0.019124999999999996      80.4441597158364
0.019274999999999997      85.52361028628012
0.019499999999999997      93.1427861419462
0.01965                   97.11751223546983
0.019875                  103.07960137575553
0.020025                  107.05432746927923
0.02025                   113.01641660956476
0.0204                    116.9911427030886
0.020624999999999998      122.95323184337406
0.020775000000000002      126.92795793689788
0.020999999999999998      132.8900470771835
0.02115                   135.5968092489927
0.021374999999999995      139.65695250670646
0.021525000000000002      142.3637146785158
0.02175                   146.42385793622958
0.0219                    149.13062010803876
0.022125                  153.19076336575253
0.022275000000000003      155.89752553756188
0.0225                    159.95766879527554
0.022649999999999997      161.33386624766948
0.022875000000000003      163.39816242626057
0.023025000000000007      164.77435987865465
0.023249999999999996      166.83865605724554
0.0234                    168.21485350963957
0.023625                  170.27914968823055
0.023775000000000004      171.65534714062457
0.024                     173.71964331921555
0.024149999999999998      173.7980453940466
0.024374999999999997      173.91564850629308
0.024525000000000005      173.99405058112407
0.02475                   174.11165369337058
0.0249                    174.19005576820155
0.025125000000000005      174.307658880448
0.025275                  174.38606095527902
0.0255                    174.5036640675255
0.025649999999999996      173.40122471426568
0.025875                  171.74756568437584
0.026024999999999996      170.645126331116
0.02625                   168.99146730122615
0.0264                    167.88902794796624
0.026625000000000003      166.23536891807646
0.026775000000000004      165.13292956481658
0.027                     163.47927053492683
0.027149999999999997      161.3813352005525
0.027374999999999997      158.234432198991
0.027525                  156.13649686461656
0.027749999999999997      152.989593863055
0.027899999999999994      150.8916585286807
0.028124999999999997      147.74475552711908
0.02827499999999999       145.64682019274488
0.028499999999999998      142.4999171911833
0.028649999999999995      139.64131808576477
0.028874999999999998      135.35341942763677
0.029025                  132.49482032221846
0.029249999999999998      128.2069216640907
0.0294                    125.34832255867207
0.029625                  121.0604239005443
0.029775000000000003      118.20182479512575
0.03                      113.9139261369979
0.03015                   110.55853018474023
0.030375                  105.52543625635366
0.030525                  102.17004030409596
0.03075                   97.13694637570946
0.030899999999999997      93.78155042345176
0.031125                  88.748456495065
0.031275                  85.39306054280738
0.0315                    80.35996661442096
0.03165                   76.78019712282206
0.031875                  71.41054288542415
0.032025                  67.83077339382534
0.03225                   62.46111915642748
0.0324                    58.881349664828875
0.032625                  53.51169542743091
0.032775                  49.93192593583225
0.033                     44.56227169843415
0.03314999999999999       41.01998329511743
0.033375                  35.70655069014147
0.033525                  32.164262286824496
0.03375                   26.850829681848982
0.0339                    23.308541278531994
0.034125                  17.995108673556373
0.034275                  14.452820270239377
0.0345                    9.139387665263754
0.03465                   5.869253125209196
0.03487500000000001       0.9640513151274179
0.03502500000000001       -2.306083224927042
0.035250000000000004      -7.211285035008989
0.0354                    -10.481419575063411
0.035625000000000004      -15.386621385145478
0.035775                  -18.656755925199903
0.036                     -23.56195773528173
0.036149999999999995      -26.365668181407436
0.036375                  -30.571233850596037
0.036524999999999995      -33.374944296721985
0.03675                   -37.580509965910586
0.0369                    -40.384220412036406
0.037125                  -44.58978608122509
0.03727499999999998       -47.39349652735057
0.0375                    -51.59906219653942
0.037649999999999996      -53.79173954501485
0.037875000000000006      -57.08075556772815
0.038024999999999996      -59.2734329162033
0.03824999999999999       -62.56244893891638
0.038400000000000004      -64.75512628739182
0.03862499999999999       -68.04414231010468
0.038775                  -70.23681965858013
0.03899999999999999       -73.52583568129315
0.039150000000000004      -75.017579366042
0.039375                  -77.25519489316505
0.039525000000000005      -78.74693857791381
0.03975                   -80.98455410503692
0.039900000000000005      -82.47629778978579
0.040124999999999994      -84.71391331690869
0.04027499999999999       -86.20565700165747
0.0405                    -88.4432725287807
0.040650000000000006      -89.19978339389596
0.040875                  -90.33454969156881
0.041025                  -91.09106055668401
0.041249999999999995      -92.22582685435682
0.041400000000000006      -92.98233771947214
0.041624999999999995      -94.11710401714487
0.041775                  -94.87361488226016
0.041999999999999996      -96.00838117993302
0.04215                   -96.04803141107084
0.042374999999999996      -96.10750675777751
0.04252499999999999       -96.14715698891531
0.04274999999999999       -96.20663233562199
0.042899999999999994      -96.2462825667598
0.043125                  -96.30575791346646
0.043275                  -96.34540814460426
0.0435                    -96.40488349131095
0.043649999999999994      -95.7925205929914
0.043875000000000004      -94.87397624551198
0.044024999999999995      -94.26161334719241
0.04425                   -93.343068999713
0.044399999999999995      -92.73070610139345
0.044625                  -91.81216175391403
0.044774999999999995      -91.19979885559444
0.045                     -90.28125450811504
0.04515                   -89.11946356812443
0.045375                  -87.37677715813844
0.04552499999999999       -86.21498621814781
0.04575                   -84.47229980816184
0.04589999999999999       -83.31050886817125
0.04612499999999999       -81.56782245818532
0.04627499999999999       -80.40603151819471
0.04649999999999999       -78.66334510820869
0.04665                   -77.08199629998883
0.046875                  -74.70997308765921
0.047025                  -73.12862427943945
0.04725                   -70.75660106710974
0.047400000000000005      -69.17525225888991
0.047625                  -66.8032290465603
0.04777500000000001       -65.22188023834045
0.048                     -62.84985702601086
0.04815                   -60.99480272776074
0.048374999999999994      -58.21222128038541
0.048525                  -56.35716698213494
0.048749999999999995      -53.574585534759606
0.0489                    -51.719531236509205
0.049125                  -48.93694978913369
0.049275000000000006      -47.08189549088339
0.0495                    -44.29931404350806
0.04964999999999999       -42.32107573008997
0.049875                  -39.35371825996268
0.05002500000000001       -37.37547994654451
0.05025000000000001       -34.40812247641721
0.0504                    -32.42988416299931
0.05062500000000001       -29.462526692871883
0.050775                  -27.484288379454014
0.051                     -24.516930909326806
0.05114999999999999       -22.56013753506646
0.051375000000000004      -19.624947473675526
0.051525                  -17.66815409941541
0.05175                   -14.732964038024848
0.051899999999999995      -12.776170663764601
0.05212499999999999       -9.840980602374087
0.05227500000000001       -7.88418722811344
0.0525                    -4.948997166722887
0.052649999999999995      -3.143214484386883
0.052875                  -0.43454046088266157
0.053024999999999996      1.3712422214533722
0.05325                   4.079916244957382
0.0534                    5.885698927293476
0.053625000000000006      8.594372950797604
0.053775                  10.400155633133762
0.054                     13.10882965663775
0.05415                   14.656393152340218
0.05437500000000001       16.977738395894164
0.054525                  18.525301891596538
0.05474999999999999       20.84664713515035
0.0549                    22.394210630852807
0.05512499999999999       24.715555874406625
0.055275000000000005      26.26311937010931
0.0555                    28.584464613662895
0.055650000000000005      29.794061366177985
0.055875                  31.608456494950335
0.056025000000000005      32.81805324746537
0.056249999999999994      34.63244837623766
0.05640000000000001       35.842045128752645
0.05662500000000001       37.656440257524956
0.05677499999999999       38.86603701003984
0.056999999999999995      40.68043213881218
0.057149999999999986      41.502551923464964
0.057374999999999995      42.73573160044414
0.057525                  43.557851385096924
0.057749999999999996      44.79103106207606
0.05789999999999999       45.61315084672876
0.058125                  46.84633052370802
0.058274999999999993      47.66845030836067
0.058499999999999996      48.90162998533978
0.058649999999999994      49.317481500251475
0.058875                  49.941258772618916
0.059024999999999994      50.3571102875305
0.05925                   50.98088755989794
0.05939999999999999       51.39673907480956
0.059624999999999984      52.020516347176994
0.05977499999999999       52.436367862088616
0.06                      53.06014513445609
0.06014999999999999       53.0800265279301
0.06037499999999999       53.109848618141115
0.060524999999999995      53.12973001161512
0.06074999999999999       53.15955210182615
0.060899999999999996      53.17943349530015
0.061125                  53.20925558551116
0.061274999999999996      53.22913697898518
0.0615                    53.258959069196194
0.06164999999999999       52.91882579770956
0.061875000000000006      52.408625890479385
0.062025000000000004      52.06849261899274
0.06225                   51.55829271176269
0.0624                    51.21815944027598
0.062625                  50.70795953304591
0.062775                  50.36782626155922
0.063                     49.85762635432912
0.06315                   49.21425694204571
0.06337499999999999       48.249202823620735
0.063525                  47.60583341133726
0.06375                   46.64077929291216
0.0639                    45.997409880628794
0.06412500000000002       45.032355762203665
0.064275                  44.38898634992026
0.0645                    43.423932231495215
0.06465                   42.549149061251626
0.06487499999999999       41.23697430588651
0.065025                  40.36219113564285
0.06525                   39.05001638027759
0.0654                    38.17523321003412
0.065625                  36.863058454668696
0.065775                  35.98827528442524
0.066                     34.67610052905993
0.06615                   33.65052328718075
0.06637499999999999       32.11215742436229
0.066525                  31.086580182483146
0.06675                   29.54821431966434
0.0669                    28.522637077785305
0.067125                  26.984271214966657
0.067275                  25.958693973087556
0.0675                    24.420328110268755
0.06765                   23.327123952091416
0.06787500000000002       21.687317714825216
0.06802500000000002       20.594113556647937
0.06825                   18.954307319381773
0.0684                    17.861103161204507
0.068625                  16.221296923938322
0.068775                  15.128092765760954
0.069                     13.488286528494683
0.06914999999999999       12.407337546275203
0.069375                  10.785914072945344
0.06952499999999999       9.704965090725702
0.06974999999999999       8.083541617395854
0.0699                    7.002592635175965
0.07012499999999999       5.381169161846278
0.07027499999999999       4.300220179626564
0.0705                    2.6787967062967377
0.07064999999999999       1.6816376091954195
0.07087500000000001       0.18589896354301536
0.071025                  -0.8112601335585322
0.07125                   -2.30699877921077
0.07139999999999999       -3.3041578763121953
0.071625                  -4.799896521964415
0.07177499999999999       -5.7970556190658336
0.072                     -7.292794264718102
0.07214999999999999       -8.147000379071569
0.072375                  -9.42830955060154
0.072525                  -10.282515664954945
0.07275                   -11.563824836484965
0.07289999999999999       -12.418030950838318
0.073125                  -13.699340122368346
0.07327499999999999       -14.553546236721738
0.0735                    -15.834855408251766
0.07365                   -16.502130346866732
0.073875                  -17.503042754789043
0.074025                  -18.170317693403977
0.07425                   -19.171230101326262
0.07439999999999998       -19.838505039941072
0.074625                  -20.839417447863447
0.074775                  -21.506692386478328
0.075                     -22.507604794400745
0.07515                   -22.96068249120878
0.075375                  -23.64029903642102
0.07552500000000001       -24.093376733229135
0.07575000000000001       -24.772993278441298
0.0759                    -25.226070975249396
0.076125                  -25.905687520461548
0.076275                  -26.35876521726961
0.07649999999999998       -27.038381762481762
0.07664999999999998       -27.266967852920907
0.07687500000000001       -27.60984698857967
0.07702500000000001       -27.838433079018785
0.07725                   -28.181312214677504
0.07740000000000001       -28.409898305116673
0.07762499999999999       -28.752777440775343
0.07777500000000001       -28.981363531214512
0.07799999999999999       -29.324242666873204
0.07815                   -29.334108346324573
0.078375                  -29.348906865501636
0.078525                  -29.358772544953005
0.07875                   -29.373571064130072
0.0789                    -29.38343674358145
0.079125                  -29.398235262758508
0.079275                  -29.408100942209884
0.0795                    -29.42289946138693
0.07965                   -29.2339803482035
0.079875                  -28.950601678428324
0.08002500000000001       -28.761682565244833
0.08025                   -28.478303895469654
0.0804                    -28.2893847822862
0.080625                  -28.00600611251104
0.08077500000000001       -27.817086999327547
0.081                     -27.53370832955239
0.08115                   -27.17742988386584
0.08137499999999999       -26.643012215336007
0.08152500000000001       -26.28673376964941
0.08175000000000002       -25.752316101119575
0.0819                    -25.39603765543304
0.082125                  -24.86161998690319
0.08227499999999997       -24.505341541216712
0.08249999999999999       -23.97092387268684
0.08265                   -23.487006067125986
0.082875                  -22.761129358784714
0.08302500000000002       -22.277211553223825
0.08325                   -21.551334844882543
0.08339999999999999       -21.067417039321786
0.083625                  -20.341540330980465
0.08377500000000002       -19.857622525419504
0.08399999999999999       -19.13174581707835
0.08415                   -18.564750974595935
0.08437499999999999       -17.71425871087246
0.08452500000000002       -17.147263868390127
0.08475                   -16.296771604666645
0.0849                    -15.72977676218432
0.085125                  -14.879284498460787
0.085275                  -14.312289655978471
0.0855                    -13.461797392254873
0.08565                   -12.85767752163018
0.085875                  -11.951497715693117
0.08602499999999999       -11.347377845068394
0.08625                   -10.441198039131331
0.08639999999999999       -9.837078168506611
0.086625                  -8.930898362569495
0.08677499999999999       -8.326778491944813
0.087                     -7.420598686007652
0.08714999999999998       -6.8234745382234685
0.08737499999999998       -5.927788316546895
0.08752499999999999       -5.3306641687624445
0.08775000000000001       -4.434977947085736
0.08789999999999999       -3.837853799301414
0.088125                  -2.9421675776249088
0.08827499999999999       -2.345043429840489
0.0885                    -1.449357208163979
0.08864999999999999       -0.8987238239736944
0.088875                  -0.07277374768830615
0.08902499999999998       0.47785963650184027
0.08925                   1.3038097127872663
0.08940000000000001       1.854443096977564
0.08962499999999998       2.6803931732628206
0.08977499999999998       3.231026557453018
0.09                      4.05697663373844
0.09015                   4.528470137726473
0.090375                  5.235710393708498
0.090525                  5.70720389769647
0.09075                   6.414444153678496
0.0909                    6.885937657666413
0.09112500000000001       7.593177913648425
0.091275                  8.064671417636392
0.0915                    8.771911673618375
0.09165000000000001       9.140012862721724
0.09187500000000001       9.692164646376716
0.092025                  10.060265835479992
0.09224999999999998       10.612417619134943
0.0924                    10.98051880823824
0.09262499999999999       11.532670591893163
0.092775                  11.900771780996523
0.09299999999999999       12.452923564651407
0.09314999999999998       12.702616755552754
0.09337499999999999       13.077156541904642
0.09352499999999998       13.326849732805913
0.09375                   13.701389519157855
0.09390000000000001       13.951082710059168
0.09412500000000003       14.325622496411087
0.09427499999999998       14.575315687312283
0.0945                    14.949855473664229
0.09464999999999998       15.075501557065666
0.09487499999999997       15.263970682167795
0.09502499999999998       15.389616765569246
0.09525                   15.578085890671401
0.09539999999999998       15.703731974072795
0.095625                  15.892201099174946
0.09577499999999999       16.017847182576375
0.096                     16.206316307678545
0.09615000000000001       16.211148870720688
0.09637500000000002       16.218397715283906
0.096525                  16.22323027832605
0.09674999999999999       16.230479122889268
0.0969                    16.235311685931414
0.09712499999999999       16.242560530494632
0.09727500000000001       16.247393093536775
0.09749999999999999       16.254641938099994
0.09764999999999999       16.149714193434654
0.097875                  15.992322576436631
0.09802500000000001       15.88739483177127
0.09825                   15.730003214773246
0.09839999999999999       15.625075470107905
0.098625                  15.467683853109873
0.09877500000000002       15.362756108444517
0.099                     15.205364491446497
0.09915                   15.008069549952648
0.09937500000000002       14.712127137711862
0.099525                  14.514832196218032
0.09975                   14.218889783977247
0.0999                    14.021594842483392
0.100125                  13.725652430242626
0.100275                  13.528357488748775
0.10050000000000002       13.232415076507984
0.10065                   12.964719250820531
0.10087499999999999       12.563175512289318
0.101025                  12.295479686601844
0.10125000000000002       11.89393594807055
0.1014                    11.62624012238311
0.101625                  11.224696383851906
0.101775                  10.957000558164431
0.102                     10.555456819633212
0.10214999999999998       10.24199178732687
0.10237499999999997       9.771794238867408
0.10252499999999998       9.458329206561125
0.10275                   8.988131658101596
0.10289999999999998       8.674666625795332
0.103125                  8.204469077335814
0.10327499999999999       7.891004045029478
0.1035                    7.420806496570051
0.10364999999999999       7.086961908776106
0.10387499999999998       6.586195027085239
0.10402499999999999       6.25235043929131
0.10424999999999998       5.751583557600391
0.1044                    5.417738969806423
0.10462499999999998       4.916972088115581
0.10477500000000001       4.583127500321576
0.105                     4.08236061863084
0.10514999999999998       3.752505375424276
0.10537499999999998       3.2577225106144954
0.10552499999999997       2.9278672674081028
0.10574999999999998       2.433084402598341
0.10590000000000001       2.103229159391868
0.106125                  1.608446294582153
0.10627499999999998       1.2785910513757028
0.1065                    0.7838081865659853
0.10665000000000002       0.4797478723936676
0.106875                  0.023657401135359794
0.107025                  -0.28040291303697723
0.10724999999999997       -0.7364933842952696
0.1074                    -1.0405536984675714
0.107625                  -1.4966441697259556
0.107775                  -1.8007044838982045
0.108                     -2.256794955156619
0.10815                   -2.517042987066027
0.10837500000000001       -2.907415034930291
0.10852499999999997       -3.1676630668396655
0.10875000000000001       -3.558035114703947
0.1089                    -3.818283146613392
0.10912500000000001       -4.2086551944776245
0.109275                  -4.468903226387092
0.10949999999999999       -4.859275274251234
